gene,260Sch-1_S13,260Sch-2_S14,260Sch-3_S15,820LT-1_S1,820LT-2_S2,820LT-3_S3,820Sch-1_S10,820Sch-2_S11,820Sch-3_S12,G260-1_S4,G260-2_S5,G260-3_S6,G260sch-1-23468787,G260sch-2-23468788,G260sch-3-23468793
PBANKA_1409600,624,775,584,230,212,77,2974,7671,4781,76,168,112,528,441,593
PBANKA_1409700,4565,3820,4015,5040,1924,4995,2726,3056,2119,4177,4970,4454,1123,1126,1394
PBANKA_1409800,6771,5720,6078,3044,1689,3886,4555,4382,3546,2735,3022,2716,2081,2035,2948
PBANKA_1409900,13723,11688,11745,7790,3148,8849,9670,8964,6881,7154,8612,7092,4226,3943,4851
PBANKA_1410000,32300,29332,28371,20496,12075,29045,20360,20140,16389,22611,26794,21876,12237,11094,18432
PBANKA_1410100,10381,10686,9053,9303,4648,9901,29325,31291,24311,9195,10920,9250,43471,21546,29457
PBANKA_1410200,2039,1739,1791,1822,1072,2492,3112,3264,2317,1532,1851,1615,4715,2444,3536
PBANKA_1410300,75936,65009,62713,94160,41920,105959,53236,56468,43494,104060,119005,102497,54765,34482,45098
PBANKA_1410400,26097,21640,22236,18505,8769,24691,13881,14397,11207,19959,26335,19606,7125,6192,10371
PBANKA_1410500,1467,927,994,136,70,88,2063,1956,1256,48,51,65,1084,907,1229
PBANKA_1410600,3166,2743,2991,421,162,369,4470,4451,3217,225,210,228,2166,2135,2279
PBANKA_1410700,2147,1911,2055,1422,813,1629,1840,2021,1294,1117,1487,1359,835,840,1017
PBANKA_1410800,1088,936,881,1718,829,2133,603,468,395,1663,1877,1708,199,194,241
PBANKA_1410900,2142,1767,1803,3872,2026,4715,815,796,650,4938,6411,5159,405,399,497
PBANKA_1410950,242,282,245,105,50,17,914,989,848,36,20,29,972,650,898
PBANKA_1411000,470,506,510,44,31,40,499,513,424,27,29,26,341,215,356
PBANKA_1411100,12675,10138,10664,6033,2794,7340,9285,8687,6808,3220,3554,3159,3675,3665,5613
PBANKA_1411200,16149,17536,15018,9825,4751,9910,33141,34002,25001,8494,9160,8173,42813,37041,56299
PBANKA_1411300,64528,56690,58565,39939,22069,50014,53562,55966,42087,45781,52386,45811,30251,26236,35948
PBANKA_1411400,1791,1846,1706,1455,925,1906,1840,2170,1644,1039,1307,1108,758,668,1075
PBANKA_1411500,702,577,573,97,34,101,518,531,402,70,79,69,387,261,329
PBANKA_1411600,1359,954,1110,991,439,1040,905,947,626,627,859,667,263,295,309
PBANKA_1411700,1763,1508,1625,1046,581,1391,1209,1318,987,1197,1439,1113,616,551,846
PBANKA_1411800,4019,3612,3598,6301,3406,7660,2681,2674,2015,6048,7221,6323,877,983,1322
PBANKA_1411900,8141,9990,8851,156,55,110,17387,16956,11455,52,60,83,8525,7005,9278
PBANKA_1412000,3588,4274,3608,139,57,28,10776,11449,7956,16,37,32,5218,4768,6199
PBANKA_1412100,1780,1488,1484,3229,1708,3952,1239,1304,1048,3457,3952,3666,643,465,532
PBANKA_1412200,5362,4299,4716,3187,1100,2864,3230,3567,2599,2318,3021,2380,1100,910,1016
PBANKA_1412300,3694,3186,3649,2062,1038,2733,3372,3113,2222,2082,2442,2235,1229,1148,1490
PBANKA_1412400,5746,4637,4978,3038,1318,3312,3585,3860,2682,3067,3303,2912,1251,1161,1444
PBANKA_1412500,1498,1242,1443,1430,483,1389,901,894,551,1243,1378,1209,329,319,327
PBANKA_1412600,7009,5974,6034,4764,2019,5427,4036,4142,3100,5380,5778,4955,3026,2404,3008
PBANKA_1412800,2177,1717,1705,1761,715,2114,1229,1161,878,1704,2107,1670,383,284,446
PBANKA_1412900,2790,2198,2579,1034,434,1094,2366,2317,1531,323,271,253,1217,950,1240
PBANKA_1413000,3444,3030,3232,2338,1238,2928,2838,2762,2108,2556,2997,2442,1119,995,1386
PBANKA_1413100,1521,1206,1254,1860,664,1749,1139,1030,724,1550,2185,1733,246,282,334
PBANKA_1413200,3587,3699,3407,4123,2910,5324,6144,6715,4351,3519,3688,3774,2460,2024,2921
PBANKA_1413300,412,321,349,241,112,290,655,697,461,183,253,226,121,92,95
PBANKA_1413400,7722,6173,6336,9553,4480,11851,5140,4876,3780,6871,7949,6831,1844,1736,2626
PBANKA_1413500,2327,2267,2013,1734,798,2365,4149,4082,3302,2032,2436,1980,4947,2337,3355
PBANKA_1413600,352,386,303,79,49,79,1209,1430,1012,63,125,63,648,556,769
PBANKA_1413700,1279,1144,1113,1313,522,1418,1878,1774,1236,1274,1585,1264,808,714,786
PBANKA_1413800,5722,6362,5574,255,139,163,15212,13991,9595,132,106,127,8691,7472,9759
PBANKA_1413900,13816,12033,11078,12364,5291,15091,23803,28704,22850,11016,13376,11158,19871,10918,14135
PBANKA_1414000,6078,6048,5605,5278,3100,7399,8499,8472,6515,6661,8813,7022,9054,5173,7407
PBANKA_1414100,9803,10053,9608,4851,2828,5643,15965,15370,10888,4542,5289,4395,8694,7488,11383
PBANKA_1414200,4091,3770,3750,3220,1687,3869,4389,4190,2980,3248,3893,3156,2612,2402,3244
PBANKA_1414300,2057,1699,1687,1199,749,1288,1824,1873,1289,939,1133,1033,695,600,484
PBANKA_1414400,8469,6829,7051,6278,2200,5626,5866,6796,4539,5001,5721,5174,2264,1785,1948
PBANKA_1414500,214,307,210,2389,1618,87,10144,10714,7406,87,86,86,842,566,703
PBANKA_1414600,2211,1659,1878,3505,1287,3563,2387,2160,1424,2691,3246,2624,1040,724,1073
PBANKA_1414700,1681,1399,1545,905,431,1016,1237,1194,850,720,821,726,513,411,478
PBANKA_1414800,123,142,133,423,345,10,2106,2525,1401,7,14,7,222,180,224
PBANKA_1414900,6335,5105,5531,1515,648,1187,10113,9058,6429,322,373,390,4878,3864,4378
PBANKA_1415000,12185,10786,10857,6925,3179,8830,11387,10948,8243,6218,8914,6947,8508,6828,10440
PBANKA_1415100,9964,8975,8731,7621,3658,9274,13819,13929,9701,7641,9888,7378,9668,7156,11532
PBANKA_1415200,996,923,853,1376,862,373,5659,5445,3934,330,377,312,967,802,1002
PBANKA_1415300,5687,4475,4928,2263,1159,2901,4540,4258,3395,2151,2807,2381,1754,1665,2762
PBANKA_1415400,10264,9213,9397,4941,2767,4370,12497,12885,8737,4365,4642,4185,4118,4010,4580
PBANKA_1415500,7086,5714,6202,4402,2044,5566,4088,3679,2883,4552,5515,4818,1968,1708,2567
PBANKA_1415600,40075,34381,35153,7681,2953,7854,26884,30213,23962,2409,1874,2149,14511,13676,21604
PBANKA_1415700,41190,34222,35941,13407,5162,12925,24189,25211,19636,10393,10786,9268,12014,11587,14622
PBANKA_1415800,4572,3737,4059,5689,3071,7573,2335,2295,1652,6421,7590,6377,799,689,929
PBANKA_1415900,3108,2532,2656,5086,3133,7340,1573,1687,1221,6366,7098,6227,565,621,899
PBANKA_1416000,932,850,963,543,287,570,1048,931,681,515,604,534,342,379,462
PBANKA_1416100,9453,8537,8390,3936,1748,4323,8884,7610,5887,2620,2847,2527,3592,3310,4829
PBANKA_1416200,371,267,265,389,159,294,318,415,277,338,494,465,129,73,53
PBANKA_1416300,23947,21492,21896,25299,16406,38351,19399,22427,17610,31091,35357,31093,11402,8252,11591
PBANKA_1416400,3479,3179,3008,3617,2098,4730,5826,7751,6033,4675,6609,5141,5503,2948,3333
PBANKA_1416500,1744,2296,1999,97,44,39,9076,8136,5679,38,76,57,8044,5960,9192
PBANKA_1416600,3112,2669,2631,2738,1607,3790,2059,2026,1680,2724,3150,2609,1673,1106,1692
PBANKA_1416700,1225,844,989,940,432,1121,596,668,528,480,633,487,434,328,452
PBANKA_1416800,3452,2456,3152,193,56,152,2573,2736,1885,189,223,216,1522,1275,1683
PBANKA_1416900,10752,9097,10405,529,289,161,11042,13160,10304,155,240,188,5311,4935,7347
PBANKA_1417000,655,489,605,99,33,53,646,782,584,28,53,34,341,286,227
PBANKA_1417100,3996,3483,3731,3424,1902,4244,2795,3130,2262,2806,3287,2894,1084,1227,1632
PBANKA_1417200,7072,9265,7329,1655,1103,30,34609,39208,26104,315,402,447,69165,46646,61865
PBANKA_1417300,26534,24117,22639,17956,9070,22222,29098,31323,24890,18426,22266,18060,47586,26563,44812
PBANKA_1417400,552,490,468,720,511,226,2419,2654,1571,232,339,235,787,503,631
PBANKA_1417500,7259,6542,6549,12789,4994,13620,4790,4710,3372,10055,11686,9493,3010,1938,2150
PBANKA_1417600,5011,4543,4249,2884,1153,2725,7932,7730,5844,2618,3335,2755,7648,4732,6925
PBANKA_1417700,288,254,240,349,122,224,528,703,415,165,208,177,185,189,92
PBANKA_1417800,3351,3201,2832,6755,3167,8285,4923,6571,4803,7334,8850,7560,2276,1367,1307
PBANKA_1417900,41853,39216,41361,9182,4111,9854,44343,47679,35118,4968,4723,4249,24736,22049,30319
PBANKA_1418000,93,83,79,157,58,130,88,96,77,102,113,134,15,15,10
PBANKA_1418100,1248,924,1141,932,429,405,3842,4485,3467,107,158,125,472,469,619
PBANKA_1418200,6220,4994,5545,2539,1049,2865,5481,5071,3895,1905,2781,2258,2253,1928,2480
PBANKA_1418300,33683,31688,29312,18633,7327,19986,31025,30654,25098,17021,20750,16017,37017,18895,26736
PBANKA_1418400,3892,3777,3645,2799,1697,3810,3161,3114,2455,2656,3155,2877,1699,1445,2180
PBANKA_1418500,2759,1953,2203,1593,714,1814,1910,1889,1367,1398,1907,1535,757,626,886
PBANKA_1418600,1137,791,996,971,366,838,602,823,514,492,678,555,294,257,294
PBANKA_1418700,1798,1282,1524,2014,718,1853,1103,1118,788,1247,1481,1324,324,402,359
PBANKA_1418800,5861,5196,5553,4344,2653,5984,4334,4274,3260,4957,5867,5245,1873,1665,2572
PBANKA_1418900,11740,10874,10751,7217,4682,9501,12108,11359,8713,7496,8725,7512,4392,4130,6434
PBANKA_1419000,8326,8236,8165,882,470,873,16339,13853,10440,622,744,631,9334,9000,12240
PBANKA_1419100,13004,11021,11310,15478,8302,20312,11547,10807,8622,15221,17850,15142,4739,4093,6150
PBANKA_1419200,3928,3409,3691,3391,2316,4795,4149,3940,2928,3604,4027,3822,2842,1990,2963
PBANKA_1419300,234,228,186,2633,1729,84,15843,15049,10723,122,174,148,1001,748,727
PBANKA_1419400,547,389,455,123,88,78,982,1027,702,33,71,77,241,188,154
PBANKA_1419500,1459,1320,1285,855,555,1389,793,936,695,1229,1473,1179,478,429,730
PBANKA_1419600,2890,2415,2461,1981,554,1552,2869,2796,2046,1349,1634,1421,899,768,782
PBANKA_1419700,8229,7208,7613,2921,1574,3902,8232,8869,6335,2829,3816,3083,3862,3447,4464
PBANKA_1419800,27370,29138,27720,1020,389,862,50288,47538,34499,856,956,867,34411,27135,37351
PBANKA_1419900,2946,2371,2556,282,67,203,3444,3319,2501,81,105,89,1667,1254,1628
PBANKA_1420000,3388,2843,3331,2185,900,2487,2865,2697,1802,2275,2596,2232,1254,1019,1461
PBANKA_1420100,519,453,408,81,55,24,946,1304,1051,44,72,77,550,312,412
PBANKA_1420200,4833,3754,3782,4918,2160,5918,2140,1933,1658,4379,5397,4473,792,834,1014
PBANKA_1420300,6691,5727,6122,3259,1708,3857,6621,6607,4819,3109,3972,3501,2599,2327,2549
PBANKA_1420400,2768,2384,2399,1978,980,2320,2447,2345,1735,2005,2176,2013,1812,1208,1673
PBANKA_1420500,20616,16355,15669,16747,6628,16472,36909,44152,32785,16455,20094,16487,29850,17294,13931
PBANKA_1420600,27008,31496,28780,8834,5519,13171,85553,77531,55167,10782,13593,11210,160272,113175,195116
PBANKA_1420700,589,456,484,330,203,318,1463,2644,1867,239,326,238,303,237,252
PBANKA_1420800,11362,9191,10011,6549,2965,5904,13735,14909,10919,5407,7007,5892,6499,4932,5399
PBANKA_1420900,6095,4950,5594,3872,1440,3629,6151,6318,4740,3050,3626,3204,2566,1917,2287
PBANKA_1421000,636,466,550,564,351,660,922,1618,1036,533,714,565,138,145,186
PBANKA_1421100,6621,5469,5683,6195,3256,8306,4025,4161,3421,7272,9199,7418,1589,1400,2413
PBANKA_1421200,4461,4392,4412,2417,1685,3260,4369,4475,3380,3129,3946,3123,2226,1905,2626
PBANKA_1421221,6,7,12,0,1,6,11,18,19,0,2,1,6,8,0
PBANKA_1421241,4,0,2,5,2,3,7,7,4,4,6,0,3,5,0
PBANKA_1421261,14,34,18,10,8,6,27,49,19,9,23,2,12,35,12
PBANKA_1421300,3024,2543,2407,4518,2338,6288,1508,1844,1403,5572,7121,5729,589,525,584
PBANKA_1421400,67,32,38,56,26,19,356,835,562,26,66,63,58,57,54
PBANKA_1421500,1594,1520,1406,3147,1845,165,16069,17813,11741,382,448,379,3310,2710,3118
PBANKA_1421600,346,267,311,131,53,29,1073,948,765,36,38,20,203,170,243
PBANKA_1421700,47,63,69,1313,883,2,5457,5523,3102,39,28,26,384,226,217
PBANKA_1421800,3239,2889,2972,1821,1052,2551,2282,2402,1799,1842,2229,1797,1008,1011,1310
PBANKA_1421900,7340,6163,6431,6158,2914,7534,4528,4150,3531,5622,6955,5797,1634,1729,2345
PBANKA_1422000,600,519,469,468,280,613,395,432,304,483,576,409,120,98,129
PBANKA_1422100,3490,2579,2811,3081,1167,2712,1966,1815,1362,1955,2305,2152,482,546,521
PBANKA_1422200,5803,4452,4496,5717,2495,6499,2546,2572,1946,6078,6916,5475,893,846,1167
PBANKA_1422300,1581,1140,1304,1311,367,1138,869,871,572,976,1189,992,308,286,421
PBANKA_1422400,18049,14442,14309,13518,5594,14908,10236,10920,8315,11542,15200,11569,4487,3888,5066
PBANKA_1422500,1301,1087,1055,2020,1032,2442,946,1051,702,2119,2860,2430,256,241,207
PBANKA_1422600,1620,1201,1276,2916,1129,2933,737,684,485,2035,2535,2603,171,185,136
PBANKA_1422700,5801,5753,5048,8284,5372,12224,5362,5727,4461,9753,11103,9725,4332,2149,3608
PBANKA_1422800,60,46,34,60,45,6,328,370,247,7,4,6,34,24,26
PBANKA_1422900,529,547,417,1970,1448,45,7682,7760,4907,68,135,92,873,573,636
PBANKA_1423000,6167,8185,6516,423,251,394,34716,33029,23407,537,611,610,92911,45828,61346
PBANKA_1423100,4307,3705,3669,480,192,337,6104,5755,4044,187,265,226,5029,3160,3037
PBANKA_1423200,1634,1514,1307,1862,949,1996,4089,5694,4120,1948,2521,2234,4137,2040,1808
PBANKA_1423300,97259,81627,80162,188486,106219,257782,86297,91314,68585,177168,196684,176588,43502,32952,50455
PBANKA_1423400,2377,2144,2235,1733,819,1775,2714,2851,1784,1362,1669,1490,1339,930,752
PBANKA_1423500,33667,29727,29386,42724,28742,63212,30331,33786,26994,57225,62971,59409,19371,12027,17832
PBANKA_1423600,21295,19176,19585,28043,18495,40549,18049,19717,15615,33893,38405,33570,11148,7139,10795
PBANKA_1423700,1223,1049,1160,1201,727,388,4423,4455,3143,341,472,424,631,511,399
PBANKA_1423800,3915,3097,3325,2317,1041,2895,2910,2779,1976,2126,2556,2159,1149,1150,1361
PBANKA_1423900,3723,3414,3330,4753,3143,6309,3004,3169,2377,5841,6332,6050,1152,1169,1437
PBANKA_1424000,5303,4435,4805,4782,2122,5997,3647,3416,2729,4073,4923,4115,1868,1688,2364
PBANKA_1424100,3454,3043,3174,2797,1799,4301,1638,1438,1206,3384,3907,3442,728,661,1148
PBANKA_1424200,17512,14744,14687,27054,14356,35076,9615,10655,7974,28987,36836,30519,4133,3546,4961
PBANKA_1424300,36945,34465,31287,32810,22501,47247,78687,100470,76623,36045,41033,35901,108645,55588,75246
PBANKA_1424400,4691,4127,3988,3699,2299,5256,3198,3130,2679,3828,4063,3596,1494,1414,2135
PBANKA_1424500,1902,2607,2131,384,234,27,8774,8214,5781,13,46,31,7997,6363,10171
PBANKA_1424600,7194,7362,6676,3076,1641,2761,35016,44942,26617,2823,3693,3271,19596,15252,11458
PBANKA_1424700,1525,1208,1384,1251,659,1735,935,1013,632,1364,1731,1461,401,356,527
PBANKA_1424800,2362,1835,1875,2436,1165,2870,1450,1521,1138,2382,2989,2628,519,422,602
PBANKA_1424900,2849,2473,2257,3097,1554,4025,2465,2674,2209,3135,3606,3154,924,669,886
PBANKA_1425000,13277,10657,11227,13623,6356,16426,12631,14628,11631,14140,16501,14363,8427,5588,6462
PBANKA_1425100,34367,28802,29694,20270,10038,26963,23850,23185,18374,22766,29101,22373,11249,10603,15724
PBANKA_1425200,621,789,698,86,62,51,1116,1062,839,12,42,34,989,628,1085
PBANKA_1425300,1666,1489,1439,3262,1611,4229,1118,1030,783,2470,2681,2356,348,358,436
PBANKA_1425350,3196,2796,3003,3032,1607,3489,2166,1967,1444,2631,2944,2565,670,709,785
PBANKA_1425400,13974,11642,12235,10883,4188,10908,7261,7187,5552,8728,10734,8731,2622,2640,2992
PBANKA_1425500,3406,2893,2896,6025,2882,7136,2347,2106,1663,5280,6504,5223,715,677,964
PBANKA_1425600,6522,5090,5658,3524,1721,3936,4410,4451,3241,3156,4011,3349,1921,1845,2457
PBANKA_1425700,634,606,629,497,162,442,487,431,334,337,439,402,150,150,197
PBANKA_1425800,574,590,571,74,40,38,2637,2629,1564,37,35,44,1372,1179,1608
PBANKA_1425900,78489,90236,74839,1207,583,1052,176507,196065,146940,936,1171,1151,106713,80645,115637
PBANKA_1426000,3240,2295,2502,3433,1206,3441,3354,3894,2312,2640,3425,2927,1077,997,1326
PBANKA_1426100,12245,9616,10364,9338,4747,11749,6352,6009,4609,9384,11430,9194,2830,2776,4452
PBANKA_1426200,33730,26801,27676,20759,7664,21431,40369,41943,32926,16909,22445,16642,25947,18784,20438
PBANKA_1426300,13578,10496,11606,12350,4669,13438,9178,7862,6248,10215,12301,10431,3620,3261,4483
PBANKA_1426400,7533,6871,6638,5243,2658,6322,7425,6669,5262,4945,6115,5026,3710,3242,4042
PBANKA_1426500,10989,10614,10095,1223,520,972,29093,27641,18927,559,639,605,19930,15684,22948
PBANKA_1426600,2180,2796,2258,708,403,725,8596,7637,5266,719,903,892,7505,6456,11139
PBANKA_1426700,4525,4436,3906,9463,4657,11610,3332,3616,2522,10961,13497,11176,2320,2004,2592
PBANKA_1426800,403,372,300,1073,604,1244,265,285,207,926,1329,962,58,71,57
PBANKA_1426900,27580,22187,22373,29190,12880,35246,24986,28683,22658,31276,39842,30373,16331,9653,11573
PBANKA_1427000,5374,4058,4339,6483,3350,8526,2872,2626,2000,6495,8129,6291,997,960,1235
PBANKA_1427100,4865,3983,4191,5367,2730,4930,9488,9100,6900,4451,5727,4469,2374,1987,2838
PBANKA_1427200,9882,8005,8926,6470,3330,8123,9480,10769,8529,5420,6589,5407,3414,3027,4573
PBANKA_1427300,5544,4515,5157,5343,2557,6694,3673,3517,2880,5527,6582,5162,1300,1340,1834
PBANKA_1427400,1972,1819,1866,1502,924,2059,1289,1251,999,1547,1802,1653,509,536,869
PBANKA_1427500,3616,3068,3271,4668,2475,6131,3442,3573,2622,3537,4386,3654,1150,1027,1266
PBANKA_1427600,1060,809,941,230,58,110,1271,1699,1176,115,192,142,561,466,436
PBANKA_1427700,68,49,52,556,141,57,547,1029,689,21,22,27,27,38,48
PBANKA_1427800,13799,11029,11881,8690,3108,8521,6729,7571,5541,3683,3655,3420,2367,2591,3538
PBANKA_1427900,1324,1235,1247,811,445,1010,907,935,763,952,1318,952,615,436,582
PBANKA_1428000,4264,3393,3537,5856,2598,6662,3519,3502,2793,4996,5744,4878,2800,1798,2917
PBANKA_1428050,2634,2250,2299,1217,523,1327,3488,3250,2236,932,1087,922,2647,2207,2459
PBANKA_1428100,5782,5162,5374,2649,1068,2486,7655,8012,5678,2128,2551,2117,4584,3554,4669
PBANKA_1428200,1191,986,1014,1385,632,1488,1056,1123,785,1185,1540,1251,662,467,562
PBANKA_1428300,1665,1263,1223,1831,681,1697,1997,2422,2189,950,1160,1042,629,615,631
PBANKA_1428400,2443,2206,2356,1280,642,1519,1575,1599,1104,1398,1628,1475,823,805,1107
PBANKA_1428500,9644,8931,8863,4182,1776,5101,6424,6548,4911,4225,5626,4311,3951,3207,4574
PBANKA_1428600,2094,1883,1952,1722,1097,2434,1368,1311,1110,1894,2101,1777,463,501,713
PBANKA_1428700,64678,60956,54210,67914,56440,90020,46983,64030,45825,99413,115722,95840,22052,16255,19506
PBANKA_1428800,6198,4920,5512,3080,1752,3837,5864,5570,4144,2936,3405,2795,2060,2029,3226
PBANKA_1428900,20743,19443,17305,10929,5026,11728,48496,52784,42242,12072,16047,12139,55116,28467,31559
PBANKA_1428980,3801,6150,4540,728,1108,1346,9635,15464,10750,2174,3427,1792,5279,3520,2837
PBANKA_1429000,1556,1124,1380,1863,679,1599,913,972,578,1327,1462,1528,248,216,211
PBANKA_1429100,117,183,138,56,61,3,1070,1936,1278,10,5,6,285,153,174
PBANKA_1429200,343,459,386,1137,855,32,9216,8283,6639,87,123,95,1216,803,944
PBANKA_1429300,296,412,291,213,106,131,1262,1336,1011,73,69,71,495,395,327
PBANKA_1429400,3954,3776,3769,554,240,459,4905,5332,4196,164,150,116,3344,2551,4324
PBANKA_1429500,2988,2752,2802,2866,1854,4072,2649,2888,2240,2881,3405,3075,1162,901,1375
PBANKA_1429600,20471,18048,17178,19725,10268,24525,17899,17665,13258,22585,27910,23048,12911,12043,20975
PBANKA_1429700,12821,10881,10622,17957,8638,21588,6988,7246,5199,17845,21625,18194,2208,2179,3147
PBANKA_1429800,2140,1691,1680,2054,994,2799,1009,1022,797,1794,2127,1926,423,432,735
PBANKA_1429900,3697,2645,2955,3370,1342,3795,2834,2607,1786,2888,3307,2963,950,786,1127
PBANKA_1430000,670,518,574,773,387,959,703,632,390,788,919,871,328,203,226
PBANKA_1430100,6168,4759,4816,4380,2030,4760,4513,4367,3084,3928,4872,4110,1261,1248,1681
PBANKA_1430200,1561,1153,1394,1297,525,1607,1199,910,785,1021,1393,1046,376,338,651
PBANKA_1430300,323,277,285,1601,1175,139,6527,6559,4279,166,182,134,558,396,508
PBANKA_1430400,5300,4518,4644,5177,3301,7355,3024,2971,2461,5597,6745,5733,1288,1172,1813
PBANKA_1430500,1693,1441,1411,1927,810,2148,811,829,661,1829,2074,1807,346,274,295
PBANKA_1430600,697,638,611,518,483,196,6014,5281,4684,132,214,118,632,505,630
PBANKA_1430700,13101,14952,13028,5458,3037,6912,31981,31640,21545,5469,6700,5501,24298,20465,35014
PBANKA_1430800,5136,4013,4442,4085,2159,4840,3358,3374,2705,2486,2640,2694,913,1099,1724
PBANKA_1430900,3238,2544,2632,3325,1341,3407,3079,3679,2867,1898,2186,1741,684,590,875
PBANKA_1431000,2770,2327,2341,3297,1862,4642,1128,1174,875,3405,4029,3417,481,550,738
PBANKA_1431050,3372,3519,3074,9352,6202,13761,2409,2663,2078,11051,12916,11175,1067,873,1173
PBANKA_1431100,11473,10013,10092,5151,2584,6586,10019,10553,7811,5219,5911,5214,7943,5835,7935
PBANKA_1431200,54,28,31,33,8,23,40,56,31,11,14,12,24,21,16
PBANKA_1431300,540,479,461,346,264,473,959,1282,875,574,715,604,325,226,294
PBANKA_1431400,103,133,109,150,75,88,735,2301,1416,242,247,273,96,126,110
PBANKA_1431500,52,63,50,103,88,37,1247,3712,2408,38,47,52,69,86,76
PBANKA_1431600,10495,8919,9365,3364,1449,3619,8253,8091,5948,3032,3497,3036,3529,3171,4548
PBANKA_1431700,4493,3283,3638,3402,1629,3619,2907,2630,2004,2738,3214,3080,828,876,1383
PBANKA_1431800,1504,1069,1305,1847,778,1907,1081,1039,653,1128,1165,1262,247,253,330
PBANKA_1431900,9606,8075,8763,6896,3611,8882,6276,5857,4396,7516,9039,7576,2586,2262,3674
PBANKA_1432000,2264,2201,2119,2063,1382,2516,2062,2293,1606,2069,2575,2207,936,807,1058
PBANKA_1432100,4040,3309,3847,3372,1379,3781,2816,2711,2097,2399,2825,2364,780,678,936
PBANKA_1432200,490,492,486,1185,940,16,23331,22819,21602,36,24,39,1505,998,1489
PBANKA_1432300,110,131,95,136,99,0,839,959,660,11,10,4,170,86,125
PBANKA_1432400,922,816,737,574,385,257,5284,7206,6077,313,374,238,530,444,583
PBANKA_1432451,12,16,13,3,9,5,28,27,8,2,14,3,7,15,9
PBANKA_1432500,13539,11961,11959,9664,4814,11305,21911,26981,20868,9485,11016,9115,22558,13080,15220
PBANKA_1432600,610,615,531,699,380,781,566,613,472,581,675,514,225,200,257
PBANKA_1432700,1505,1147,1242,685,362,844,2626,2679,2146,620,887,738,1229,859,971
PBANKA_1432800,7179,7906,6618,4213,3015,5282,20628,28648,20346,5662,7330,5767,21413,13110,14535
PBANKA_1432900,4225,3518,3589,5230,2672,6828,3394,3166,2440,5196,5887,5083,998,922,1189
PBANKA_1433000,6008,5332,5148,4178,2065,4486,10286,10580,7696,3789,4320,3995,18070,11179,16635
PBANKA_1433100,7946,7376,7196,8178,3652,9378,12014,13216,8851,8477,10185,8623,8507,5469,7053
PBANKA_1433200,532,521,368,363,246,249,784,1018,663,230,338,266,360,254,248
PBANKA_1433300,3652,3167,3264,3003,1525,3753,4009,4349,3279,3136,3648,3252,2760,1663,1940
PBANKA_1433400,844,648,710,761,334,763,815,850,717,664,767,608,507,294,231
PBANKA_1433500,5137,4374,4488,3487,1528,4310,3725,3790,3110,3123,3463,2947,1742,1370,1964
PBANKA_1433600,1474,1581,950,265,140,161,4793,4816,4677,172,240,204,15988,6761,10236
PBANKA_1433700,3486,3288,3620,157,95,87,4748,4539,3397,52,63,46,2462,2219,2636
PBANKA_1433800,14675,11962,13022,9296,3678,9961,10236,10495,8003,7537,9192,7953,3900,3732,4542
PBANKA_1433900,1816,1591,1752,1065,323,741,2590,2472,1724,781,1034,843,818,553,460
PBANKA_1434000,6427,5984,6040,3217,1421,3405,5701,5775,4180,2871,3647,2840,3664,2939,3426
PBANKA_1434100,18398,15332,16209,12345,5517,14326,28390,35692,27597,12161,15552,12190,25716,14377,14728
PBANKA_1434200,18207,14864,16143,11824,6069,14177,11126,11303,8204,11874,13879,12535,4536,4530,6143
PBANKA_1434300,92,83,77,432,159,253,351,606,583,33,36,43,52,46,55
PBANKA_1434400,1218,862,1029,771,414,405,4968,4413,4172,196,173,176,497,437,615
PBANKA_1434500,1917,1381,1500,2100,808,1833,1736,1753,1316,1390,2049,1654,574,530,465
PBANKA_1434600,8127,8761,7757,1873,1033,647,23268,25038,17701,365,399,343,14466,13098,17363
PBANKA_1434700,50151,42665,45590,23899,7960,20784,43169,44147,32597,16148,18903,16944,21186,19750,25367
PBANKA_1434800,38641,37638,36203,18465,7342,21476,44841,46007,35359,17088,22135,16031,27572,21114,33899
PBANKA_1434900,47,45,51,73,82,17,906,1008,813,3,17,15,114,86,87
PBANKA_1435000,14,19,29,23,7,7,55,83,58,1,6,1,23,10,15
PBANKA_1435100,3124,2965,3038,2340,1434,3493,2719,2801,2185,2408,2978,2454,1434,1288,1859
PBANKA_1435200,837,659,713,1672,629,948,4689,3925,3736,318,498,342,1032,447,527
PBANKA_1435300,8890,8045,7858,4493,2138,6063,8993,9693,7452,4176,5480,4255,11606,6683,9104
PBANKA_1435400,5307,3873,4389,2687,887,2511,3150,3124,2146,1605,2020,1636,1197,1026,1061
PBANKA_1435500,14948,13464,13417,2706,917,2748,14274,12940,10086,1408,1892,1449,6031,5699,6763
PBANKA_1435600,2876,3961,3208,1160,805,1380,12817,15281,9511,1525,1885,1604,7868,6210,6339
PBANKA_1435700,2761,2576,2623,3464,1812,3817,2654,2869,2117,3676,4460,3975,1727,1501,1352
PBANKA_1435800,6679,5119,5864,2945,1269,2992,5298,4944,3333,2139,2435,2137,1903,2007,2223
PBANKA_1435900,58,67,69,17,8,14,216,133,131,6,3,8,61,40,27
PBANKA_1436100,5396,5191,5034,2234,1030,2807,8482,8697,6338,2023,2249,1986,5352,4460,7296
PBANKA_1436200,21991,21264,21552,5267,2222,5785,30107,29086,21926,4371,5352,4394,15366,13022,16526
