gene,260Sch-1_S13,260Sch-2_S14,260Sch-3_S15,820LT-1_S1,820LT-2_S2,820LT-3_S3,820Sch-1_S10,820Sch-2_S11,820Sch-3_S12,G260-1_S4,G260-2_S5,G260-3_S6,G260sch-1-23468787,G260sch-2-23468788,G260sch-3-23468793
PBANKA_0710800,24043,19184,20001,18058,7482,19333,18193,18585,14708,14631,17947,14175,13035,9792,14472
PBANKA_0710900,3634,3063,3288,2905,1504,3432,3077,3015,2196,2417,3040,2610,1720,1383,1994
PBANKA_0711000,868,662,730,389,148,346,1347,2016,1630,284,327,288,343,312,419
PBANKA_0711100,3984,3128,3504,1868,745,1715,3415,3083,2186,1238,1573,1448,1021,996,891
PBANKA_0711200,21149,22331,20900,10639,6473,14044,46864,57403,41944,13178,14288,11818,66537,39088,55832
PBANKA_0711300,202,122,144,324,147,121,1181,1227,964,112,174,129,187,116,110
PBANKA_0711400,302,307,373,39,16,6,465,448,307,6,5,8,168,178,171
PBANKA_0711500,639,462,527,561,171,434,501,514,299,308,316,362,122,93,61
PBANKA_0711600,228,188,132,227,142,57,189,279,245,68,145,74,140,98,95
PBANKA_0711700,806,682,711,1039,410,847,1161,1076,816,728,863,886,899,483,423
PBANKA_0711800,25148,22797,22343,19887,11987,27011,33226,34425,25906,19044,22051,19042,32684,21948,25699
PBANKA_0711900,399932,322686,245311,405090,239683,592681,219441,223111,198855,541444,747929,540355,129776,102623,151638
PBANKA_0712000,2919,2453,2421,2382,1106,2257,5492,6736,4479,2487,2895,2468,3529,1694,1280
PBANKA_0712100,16679,16016,15874,4110,2100,4556,17432,21228,15184,3409,4128,3562,11917,9908,12544
PBANKA_0712200,7380,6278,6822,5291,3301,5404,16767,15223,11431,3007,3649,2926,4147,3527,5175
PBANKA_0712300,8152,7293,6241,5217,2482,6476,12929,12679,10381,5267,6191,5160,15034,7597,11666
PBANKA_0712400,1778,1793,1571,1085,659,1436,5289,5524,4232,1399,1759,1482,6364,2852,3711
PBANKA_0712500,95,83,52,57,15,5,207,217,90,5,10,8,54,31,41
PBANKA_0712600,108336,96463,102203,71709,40297,96397,78194,77434,60369,86036,93774,82059,43426,40324,65752
PBANKA_0712700,2980,2753,2157,180,90,133,7799,8748,6447,152,180,172,17400,8958,13301
PBANKA_0712800,3608,3836,3182,4501,3200,6171,7825,10001,7200,6051,6861,6251,6612,3798,4838
PBANKA_0712900,5690,6633,5233,7472,5478,6416,38924,39256,31675,6733,7991,6318,24313,11618,15569
PBANKA_0713000,4552,4519,4650,1771,927,2189,9320,9747,6513,1658,1767,1539,7338,5323,7677
PBANKA_0713100,130059,152815,124186,1461,644,1175,333994,348409,276209,1112,1218,1347,240954,172536,258160
PBANKA_0713200,7075,11334,8648,327,255,45,39141,41685,27759,116,121,186,57354,42186,63798
PBANKA_0713300,12146,10924,11174,13766,8855,18669,6945,6948,5538,11677,12411,11546,2934,2771,4882
PBANKA_0713400,1588,1340,1362,1335,613,1467,1088,1294,849,1088,1256,1058,695,463,710
PBANKA_0713500,5533,5123,4707,4874,2925,4660,3930,4907,3508,4165,5144,4518,2547,2253,2569
PBANKA_0713600,441,313,356,363,103,191,728,688,445,241,218,296,156,118,76
PBANKA_0713700,1972,1442,1672,2240,707,1542,1816,1899,1004,1380,1662,1655,557,507,406
PBANKA_0713800,621,489,560,542,182,502,406,493,337,349,330,339,273,267,346
PBANKA_0713900,2268,2007,2127,381,120,292,2390,2485,1867,121,125,126,1160,1226,1676
PBANKA_0714000,2955,2884,2750,6851,5452,2460,26723,28046,18878,2076,2874,2242,4221,2839,4263
PBANKA_0714100,2485,2040,2018,2227,1110,2586,2074,2030,1476,1727,2388,1930,491,462,573
PBANKA_0714200,19106,14977,15679,18746,8759,22970,11085,10428,8142,17881,22212,18129,4042,3860,5947
PBANKA_0714300,152,98,72,474,290,24,1102,1153,670,38,31,28,223,155,209
PBANKA_0714400,7092,6130,6700,5586,2920,6986,6031,6038,4312,6189,7208,6144,1955,1840,2573
PBANKA_0714500,183,145,173,57,36,17,455,826,482,20,21,7,114,73,76
PBANKA_0714600,2158,2086,2261,866,521,798,3952,3994,2720,487,519,504,4005,2282,3383
PBANKA_0714700,1229,1083,1103,1724,847,1889,1425,1744,1405,1239,1490,1312,882,540,653
PBANKA_0714800,3707,3161,3290,3823,2033,4862,3593,4264,3330,4440,5652,4751,3547,1928,2558
PBANKA_0714900,292,218,232,417,134,434,208,301,188,181,171,214,185,140,164
PBANKA_0715000,20178,21894,20644,5694,3007,5833,39213,42114,28084,6284,8039,7103,29909,26823,31038
PBANKA_0715100,822,618,810,663,266,730,722,640,422,400,548,481,202,250,372
PBANKA_0715200,19386,18869,17338,19442,12414,27381,22098,26389,20274,20919,24207,21467,19061,11545,14750
PBANKA_0715300,11954,10536,11801,1464,748,1435,13184,12839,10066,922,1109,964,6889,5716,7995
PBANKA_0715400,6527,6030,6297,3178,1510,3640,7925,7043,5429,2258,3033,2412,4510,3445,4309
PBANKA_0715500,11728,10850,10998,5589,2810,7016,14314,13774,10358,4160,4544,3858,7974,7262,12053
PBANKA_0715600,31772,27799,28996,23096,13205,31347,21880,20988,16687,23157,27548,23302,10490,10420,16630
PBANKA_0715700,3470,3168,3256,1419,796,1719,5779,6337,4470,1536,1978,1522,3650,2670,3156
PBANKA_0715800,3729,3035,3358,2138,897,2448,3458,3178,2428,1640,2078,1715,1311,1119,1720
PBANKA_0715900,11954,9985,10371,6833,3381,7671,10173,10243,7444,6099,6795,6158,5471,4698,6053
PBANKA_0716000,31900,25976,28070,19959,9478,22647,24951,24629,19995,16007,18460,16749,10107,9424,13821
PBANKA_0716100,1376,1172,1091,2343,793,2068,704,980,605,1550,2038,1893,190,211,140
PBANKA_0716200,2899,2476,2766,598,339,611,3388,3162,2025,269,321,263,1199,1063,1741
PBANKA_0716300,1316,1197,1232,786,357,925,1330,1159,854,796,900,813,399,363,399
PBANKA_0716400,1575,1297,1444,359,199,401,1778,1937,1301,456,682,482,1647,1040,1072
PBANKA_0716500,3888,3075,3112,3424,1809,3792,4447,6397,4773,1423,1993,1629,1152,1122,1775
PBANKA_0716600,4585,4454,4130,1714,922,2182,9443,10001,7934,1132,1336,1022,10081,6067,10899
PBANKA_0716700,5080,4136,4330,4208,1586,4192,8145,7693,5455,3010,3172,3065,6117,4374,5254
PBANKA_0716800,71,53,42,8,1,2,114,95,79,1,3,4,116,63,88
PBANKA_0716900,11724,14505,8888,756,437,629,53485,63380,49088,499,616,575,98193,48267,85450
PBANKA_0717000,5165,4276,4440,7245,3147,8544,3967,4128,2982,5980,7088,5842,1732,1252,1951
PBANKA_0717100,242,200,193,221,80,183,272,218,205,242,235,206,141,84,162
PBANKA_0717200,7274,5715,7092,3583,1449,3645,6611,6892,5145,3221,3539,3095,2950,2590,2922
PBANKA_0717300,19718,17660,17297,11647,6722,14246,19956,23946,17563,14486,17152,14585,13279,8909,12215
PBANKA_0717400,1347,1070,1191,1183,317,665,1827,1679,1025,646,822,848,809,530,368
PBANKA_0717500,3689,3288,3216,2368,1390,2978,3439,3394,2474,2770,3182,2745,2898,1745,2873
PBANKA_0717600,1062,1079,943,1150,660,1501,1293,1328,745,1284,1512,1306,1128,693,904
PBANKA_0717700,4006,3349,3464,2493,1199,3194,3109,2974,2101,2254,2566,2311,1197,1178,1756
PBANKA_0717800,35153,33989,32407,43497,30349,65291,50219,54314,43416,55571,63100,55838,42745,24822,35092
PBANKA_0717900,7985,7806,7204,5401,2679,6655,9327,8356,6449,5136,6434,5035,5374,4388,6364
PBANKA_0718000,389,201,283,220,94,177,328,255,184,167,216,211,84,39,58
PBANKA_0718100,2717,2517,2469,2727,1361,3160,2685,2724,2064,2296,3073,2714,3136,2214,2416
PBANKA_0718200,1552,1481,1470,744,523,1139,2244,2245,1742,982,1132,1006,1927,1163,1574
PBANKA_0718300,4956,3714,4229,2705,1127,2739,2463,2138,1648,1295,1310,1155,965,925,1525
PBANKA_0718400,17272,13231,15059,8981,3761,9770,9983,9721,7340,5067,5202,4976,4308,4496,6110
PBANKA_0718500,1163,881,1003,663,354,847,961,917,597,678,948,661,319,308,368
PBANKA_0718600,309,199,180,534,174,323,282,289,184,315,337,431,39,39,57
PBANKA_0718700,1621,1417,1415,929,631,1277,2235,2286,1577,953,1305,1003,1392,1177,1669
PBANKA_0718800,17091,18732,17104,7053,4395,10094,36069,35749,25578,8421,10494,8299,34697,25715,48268
PBANKA_0718900,3772,2983,3026,3239,1519,3267,4448,4639,3135,2879,3567,3241,2635,1594,1868
PBANKA_0719100,235,207,281,195,135,96,2115,1854,1393,104,162,93,193,150,95
PBANKA_0719200,1298,908,962,494,175,297,1036,973,658,131,178,120,345,289,317
PBANKA_0719300,13202,10213,11889,5791,2151,5553,8565,8582,6030,2437,2341,2288,3735,3251,4676
PBANKA_0719400,7307,7018,6379,4958,2860,5601,8926,10395,7392,4921,6515,5287,6623,5490,8048
PBANKA_0719500,19588,21485,18979,5539,2801,5745,31312,40924,26522,5293,5969,5277,29870,25687,32786
PBANKA_0719600,3818,3788,3428,5204,2753,6945,3565,4057,2896,5284,6372,5473,2077,1854,2337
PBANKA_0719700,233,347,286,203,154,24,2277,3721,2599,23,23,23,495,448,607
PBANKA_0719800,240,188,162,448,272,107,2109,2384,1767,89,158,130,221,156,147
PBANKA_0719900,2952,2473,2769,1454,682,1462,2917,2657,2013,1238,1651,1372,1598,1333,1503
PBANKA_0720000,1718,1590,1747,1065,619,1295,2375,3113,2105,937,1251,951,874,555,725
PBANKA_0720100,2862,2388,2501,571,195,510,2610,3887,2827,554,873,706,2066,1447,1538
PBANKA_0720200,4418,3514,3806,3258,1532,2877,5141,6313,3935,2834,3374,3135,3135,2378,2421
PBANKA_0720300,3500,2676,3056,4029,1776,4278,2639,3176,2322,4237,4674,4363,3076,2003,2316
PBANKA_0720400,52736,50631,47417,21794,11455,25974,135824,155683,115745,21937,26020,21970,201350,118885,152201
PBANKA_0720500,752,733,719,1060,695,1419,711,775,495,1097,1137,1116,234,171,253
PBANKA_0720600,6006,5515,5398,4393,2603,5923,9243,11094,6980,4375,5395,4383,13925,7408,11719
PBANKA_0720700,2901,3352,3183,284,105,203,8590,9242,6993,209,329,204,26055,15912,19138
PBANKA_0720800,3894,3951,3295,2945,1778,3515,14713,19079,13923,3158,3604,3442,20418,11518,12573
PBANKA_0720900,2240,2565,2155,3222,2513,283,23722,23744,15584,311,423,320,8865,5505,8375
PBANKA_0721000,2571,2754,2509,204,114,75,8934,7698,5552,22,56,21,3717,2587,3170
PBANKA_0721100,1364,1288,1367,1115,538,910,2782,3749,2657,857,1049,967,1696,982,995
PBANKA_0721200,372,329,301,357,125,310,347,342,228,270,340,275,203,139,76
PBANKA_0721300,1532,1358,1585,1324,512,1120,2547,3200,1694,1127,1426,1469,1052,854,682
PBANKA_0721400,1403,1213,1228,1701,824,1936,859,942,663,1422,1814,1385,364,311,506
PBANKA_0721500,4445,3598,3862,3690,1322,3111,3500,3583,2412,2410,3151,2652,995,1081,1237
PBANKA_0721600,1587,1150,1507,1214,386,933,1640,1326,938,665,807,790,423,342,368
PBANKA_0721700,28520,27649,24337,26345,23820,39974,17975,20033,15048,33149,39916,33328,8084,7324,11781
PBANKA_0721800,756,981,959,86,48,53,5065,4778,2818,20,27,37,6161,4076,6554
PBANKA_0721900,1556,1177,1368,1783,866,1904,1392,1531,1108,1578,1875,1739,731,462,500
PBANKA_0722000,18984,19375,18733,4590,2449,4375,28225,33814,21356,4516,5765,4861,15429,12880,13572
PBANKA_0722100,10,5,6,21,8,4,14,11,22,0,1,0,8,5,8
PBANKA_0722200,2,2,3,102,30,106,29,36,17,3,9,10,1,0,0
PBANKA_0722600,73,52,49,2836,1923,3652,1620,1867,1275,126,188,117,23,11,21
PBANKA_0722700,2,0,0,30,34,27,11,11,12,0,4,4,1,0,1
PBANKA_0722801,12,6,11,1908,1274,3037,1029,1016,761,30,28,15,9,4,9
PBANKA_0722900,469,391,350,715,397,1142,360,369,293,874,1015,827,109,85,65
PBANKA_0722921,5427,4534,4955,620,290,624,4559,4350,3524,135,161,128,3188,2848,4382
PBANKA_0722941,3154,2867,2870,3184,1657,3707,2140,2040,1506,4317,4838,4575,1324,1238,1280
PBANKA_0722961,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0
PBANKA_0800021,28,14,18,4,0,3,10,5,7,26,16,12,8,15,11
PBANKA_0800041,20,14,15,2,2,1,13,16,7,0,1,0,6,7,10
PBANKA_0800061,30,45,33,85,49,114,42,53,52,38,71,53,23,4,6
PBANKA_0800100,647,637,547,578,364,771,518,787,559,1198,1575,1060,206,155,171
PBANKA_0800200,328,368,335,266,208,413,419,613,402,565,752,540,218,184,104
PBANKA_0800300,2102,1901,1717,2712,1440,3475,4964,6506,5037,3243,4241,3243,3948,2417,2225
PBANKA_0800400,14530,15599,15035,12091,7951,15029,22893,23922,16892,16050,18524,16709,15805,12336,13845
PBANKA_0800500,1911,1576,1103,1842,1098,1194,1431,1762,1179,1233,1552,1297,1030,625,781
PBANKA_0800541,44,60,44,13,11,20,81,80,81,15,55,13,1,3,2
PBANKA_0800561,14,22,16,4,6,11,21,27,32,3,3,0,21,10,16
PBANKA_0800600,2292,1968,2172,1634,790,1917,2078,1729,1367,1305,1566,1450,600,622,941
PBANKA_0800700,4674,3868,4066,2478,1034,2421,2685,2678,2115,1760,2322,1818,1103,1007,1444
PBANKA_0800800,1354,1255,1333,482,303,584,1744,1786,1320,446,653,550,932,974,1183
PBANKA_0800900,6347,4770,5248,5409,2086,5621,4439,4185,3133,3580,4382,3705,2491,1792,2351
PBANKA_0801000,2086,1939,1720,1922,919,2371,3460,3380,2772,1709,1939,1677,7864,3277,4953
PBANKA_0801100,860,702,795,889,421,740,2159,1937,1124,507,626,579,537,500,570
PBANKA_0801200,22452,19854,18276,26287,12468,30030,22140,24696,19327,29047,35239,27707,12161,9559,13046
PBANKA_0801300,6173,6667,6206,251,119,168,15151,14241,9938,48,43,51,9328,8098,11995
PBANKA_0801400,5484,5060,4995,5031,2990,7194,3502,3870,2792,6887,8400,7031,1607,1261,1673
PBANKA_0801500,1263,941,1032,300,101,161,1230,2343,1580,111,93,128,489,471,678
PBANKA_0801600,7270,6356,6497,5046,1768,4906,6137,7231,5278,4457,5213,4144,3160,2124,2517
PBANKA_0801700,3733,2789,3055,3126,1218,3200,2067,2118,1661,2477,2899,2582,640,574,652
PBANKA_0801800,23849,25087,23539,1549,882,95,38289,39058,29742,138,124,195,21672,18424,20537
PBANKA_0801900,6850,5801,5953,5814,3414,7492,3640,3888,2808,6944,8524,6926,1841,1519,2150
PBANKA_0802000,41643,41212,42168,5796,2427,6705,71481,69250,50754,6134,6960,6048,54552,46813,68317
PBANKA_0802100,10514,8299,9330,4729,1786,4150,10021,9879,6920,4222,4818,4227,3601,3469,3388
PBANKA_0802200,7175,6984,7166,368,155,320,16666,15544,11047,236,284,264,9909,8145,9784
PBANKA_0802300,71678,63736,63869,45388,24415,50112,52207,59136,43163,46644,55876,46600,25015,20325,25364
PBANKA_0802400,1467,1063,1509,507,115,240,1477,1440,839,278,318,318,410,341,391
PBANKA_0802500,2556,2541,2384,323,129,119,7732,7685,4918,162,159,174,9004,6629,6158
PBANKA_0802600,1631,1402,1458,1504,687,1756,1235,1329,886,1414,1816,1518,344,359,542
PBANKA_0802700,10696,10582,9950,6351,3349,6409,13780,15361,9825,7114,8122,7217,8925,7904,9137
PBANKA_0802800,2344,2278,2077,712,303,714,6013,4737,3732,459,516,441,4125,3716,6174
PBANKA_0802900,851,699,626,1514,621,1471,590,727,464,1138,1364,1168,244,240,256
PBANKA_0803000,10678,10241,10055,896,423,878,12261,13084,9767,661,816,692,5871,4749,6059
PBANKA_0803100,34275,29816,30139,13225,7573,17570,24708,26652,20427,10944,12193,10543,11662,11752,18087
PBANKA_0803200,27403,22841,23070,11339,4215,11091,28276,24504,18867,8953,10361,8677,12767,12305,15329
PBANKA_0803300,1551,1194,1263,2824,1415,3263,1280,1492,1074,2957,3432,2912,414,322,437
PBANKA_0803400,7277,7019,6834,8200,5806,12269,7342,7679,6258,12217,13249,11740,5324,3463,5059
PBANKA_0803500,19249,15324,17543,11481,5591,14397,12763,12327,9400,8392,8215,7600,4269,4166,7229
PBANKA_0803600,22545,19740,19064,22795,8713,23346,11697,13182,10165,19917,23301,20050,5072,4361,5327
PBANKA_0803700,12512,12121,11989,5354,2389,5780,16120,15087,11284,3646,4084,3629,9767,8237,10947
PBANKA_0803800,1220,1157,1168,835,555,1072,1216,1182,893,747,870,794,648,556,801
PBANKA_0803900,1779,2824,1972,151,108,87,9887,11336,8959,80,82,91,18149,11364,20211
PBANKA_0804000,15826,14987,14240,17014,12071,25165,15373,17636,14701,23482,28101,22847,10687,7040,10457
PBANKA_0804100,53812,49565,45579,54852,34954,68139,46629,59282,42510,63993,78998,64658,36932,25333,30187
PBANKA_0804200,1162,838,953,2349,1060,2567,594,738,512,1257,1511,1385,169,155,214
PBANKA_0804300,653,470,536,903,461,965,1699,3431,2540,909,1183,966,163,244,292
PBANKA_0804321,57,97,51,17,34,31,83,124,97,25,63,18,9,8,13
PBANKA_0804341,12,14,7,3,0,2,25,21,22,10,11,2,15,13,14
PBANKA_0804361,12,27,14,1,2,11,19,24,14,4,14,0,0,1,1
PBANKA_0804381,2,1,2,0,0,1,0,2,2,0,0,0,0,0,0
PBANKA_0804400,10774,8720,9481,6689,2839,7663,9197,9322,6488,5435,6849,5392,5341,4564,6608
PBANKA_0804500,43927,52863,41548,617,360,562,179288,168717,125293,801,765,981,212633,158026,301069
PBANKA_0804600,4711,4323,4031,8484,4078,10942,2736,3071,2227,9108,11228,9339,1358,1023,1294
PBANKA_0804700,7699,6387,6620,6826,2851,6318,6195,6673,4636,5661,6880,5817,2179,1810,1923
PBANKA_0804800,3932,3079,3313,2645,1482,3280,2477,2702,1975,3352,4332,3563,1205,1095,1353
PBANKA_0804900,13374,11520,11233,9746,4645,11413,11807,11025,8454,9379,12511,9292,6892,6020,9662
PBANKA_0805000,6756,5050,5697,5785,2333,6223,3563,3449,2893,4079,4613,3977,1238,1327,1878
PBANKA_0805100,7161,6824,6279,6848,4151,10167,13234,15582,12894,8776,10862,8575,17625,8233,11191
PBANKA_0805200,5424,3954,4282,3758,1386,4148,2803,2724,2103,2938,3284,2845,1889,1277,1868
PBANKA_0805300,1494,1330,1411,1095,527,1126,2184,2309,1645,1015,1227,1173,1076,814,722
PBANKA_0805400,1643,1619,1490,1384,688,1749,1831,2009,1506,1609,1851,1497,1231,765,840
PBANKA_0805500,2154,1462,1428,2947,1458,3486,1357,2020,1329,2269,2771,2366,367,350,494
PBANKA_0805600,3494,2728,2809,4292,2466,5439,2005,2116,1649,4412,5017,4553,668,696,1073
PBANKA_0805700,93929,90705,67993,282474,148766,311664,67967,81041,73261,255100,286439,249321,30387,24921,33850
PBANKA_0805750,383,260,228,543,262,424,209,225,207,417,646,598,77,116,36
PBANKA_0805800,3691,3446,3620,2199,1391,3299,2547,2881,1879,3057,3604,3090,1242,1066,1851
PBANKA_0805900,19591,15704,16953,9744,3719,11442,17900,17026,13598,6582,7999,6407,7980,7773,11512
PBANKA_0806000,3484,3164,2990,2835,1514,4243,4573,5757,4352,4489,5200,4281,3446,1878,2295
PBANKA_0806100,5299,4635,4428,6895,3194,8085,7280,7802,5874,6581,8058,6815,5326,2933,2825
PBANKA_0806200,3028,2753,2617,2403,1701,3524,1862,1797,1527,2958,3256,2815,776,747,1350
PBANKA_0806300,8880,6030,6550,6526,2405,7677,5056,4831,4331,2810,4853,2900,1934,1570,2185
PBANKA_0806400,6561,5374,5703,4101,1883,4894,4050,4130,3120,3867,5086,4089,1834,1607,2098
PBANKA_0806500,2544,2190,2057,4389,2471,5752,1723,1856,1522,4081,4801,4357,597,680,917
PBANKA_0806600,2377,1984,2100,4510,2018,5575,1556,1538,1297,3664,4686,3710,561,490,615
PBANKA_0806700,31645,30216,29588,8203,2907,7743,36758,38093,28677,3006,2960,2933,21717,21136,28480
PBANKA_0806800,117,101,100,152,130,43,1844,5395,3393,41,55,52,151,126,158
PBANKA_0806900,3667,2693,2930,3686,1501,3709,1932,2078,1369,2687,3199,3013,592,592,701
PBANKA_0807000,64784,53994,54260,38707,17980,47173,42258,46787,36957,39353,52757,38046,27001,19672,26511
PBANKA_0807100,2175,1752,1732,2738,1329,3196,1346,1323,986,2900,3614,3106,369,323,504
PBANKA_0807200,407,323,398,698,420,32,2756,2839,1589,27,73,49,309,300,416
PBANKA_0807300,3262,2565,2704,3546,1595,4407,1626,1456,1273,3256,3648,3070,671,630,973
PBANKA_0807400,1793,1670,1701,2211,1291,2870,1246,1255,917,2206,2561,2207,451,495,634
PBANKA_0807500,13434,11939,12283,11161,5474,11136,11074,11553,8024,9459,11048,9963,5041,4147,4742
PBANKA_0807600,27221,26947,25527,29008,20735,44042,28986,36231,28446,40877,49193,41995,23673,14555,19692
PBANKA_0807700,4048,3573,3731,1415,445,1111,4330,4279,3285,702,949,869,2959,2251,2936
PBANKA_0807800,2828,2381,2529,469,178,422,3251,2847,2130,238,302,252,1538,1375,1711
PBANKA_0807900,60028,63870,59173,19710,12983,21702,108904,125173,85692,27603,33542,28343,112398,97800,137330
PBANKA_0808000,39646,31443,35105,4249,1036,2981,43002,39268,29774,653,682,582,20653,18694,23718
PBANKA_0808100,1526,1080,1178,854,489,1141,539,615,394,1075,1348,1245,303,244,317
PBANKA_0808200,10546,8690,9357,10148,4760,11149,6946,7038,5350,9254,10343,9137,3915,2963,4110
PBANKA_0808300,1881,1524,1549,1731,513,1124,2563,2996,1581,1136,1313,1501,1392,1053,1020
PBANKA_0808380,8,3,12,0,1,4,5,7,3,3,2,4,34,27,45
PBANKA_0808420,1048,1052,883,996,537,1182,1923,1852,1385,786,932,864,4354,1978,3288
PBANKA_0808500,1130,883,944,1223,500,1315,1022,763,666,874,1123,992,322,210,244
PBANKA_0808600,2891,2359,2412,3242,1352,3393,1983,1963,1409,2275,2660,2334,1012,707,897
PBANKA_0808700,5152,4467,4416,5897,2365,6079,4849,5138,3543,5266,6629,5754,3827,2518,2145
PBANKA_0808800,1518,1381,1341,1582,881,1789,863,913,629,1614,2010,1829,298,314,437
PBANKA_0808900,16728,13848,14549,12820,6142,14592,11296,11867,8280,14206,16506,14455,4901,4314,5253
PBANKA_0809000,5611,4641,4802,6274,3095,7117,3917,4651,3325,4502,5494,4601,1404,1107,1435
PBANKA_0809100,4922,4115,4657,3734,2283,4542,3944,4190,3016,3975,4782,4364,2088,1987,2467
PBANKA_0809200,2740,2571,2667,1337,780,1557,2718,2518,1909,1291,1641,1340,1036,899,1139
PBANKA_0809300,3456,2537,3080,1998,924,2359,1920,1663,1398,1576,1726,1593,1012,966,1336
PBANKA_0809400,8040,7570,8189,1323,537,1179,15280,14035,9709,674,867,761,7175,6076,7757
PBANKA_0809500,605,458,557,270,121,289,899,749,520,155,204,193,291,256,324
PBANKA_0809600,8855,7833,8420,1289,387,848,13780,13380,9175,495,504,501,6294,5515,5886
PBANKA_0809700,5393,4317,5036,3950,1781,4077,3894,4251,2955,3371,3873,3674,1644,1417,1426
PBANKA_0809800,1419,1149,1290,940,472,1033,1056,1060,778,870,939,833,467,368,595
PBANKA_0809900,2417,2174,2189,2208,1183,2849,2710,2460,1797,2041,2710,2245,880,740,1059
PBANKA_0810000,2824,2663,2517,2269,1220,3095,3132,2824,2153,2616,3115,2548,1522,1124,1464
PBANKA_0810100,684,586,582,876,378,889,632,637,418,664,830,734,298,176,241
PBANKA_0810200,4409,3783,3643,3368,1546,3930,2942,3230,2525,3710,4639,4149,1518,1199,1412
PBANKA_0810300,278,331,236,241,178,187,634,777,437,160,189,181,227,207,147
PBANKA_0810400,296,251,252,259,101,193,501,596,378,159,224,169,161,143,138
PBANKA_0810500,5994,5352,5474,5430,3534,7950,6847,8702,6252,6320,7423,6242,4288,2776,3464
PBANKA_0810600,27134,22033,22405,13895,6250,16819,21019,22426,17572,13619,16975,12847,11347,8856,12264
PBANKA_0810700,454,292,292,2377,1763,33,10869,10883,7475,18,14,30,521,466,649
PBANKA_0810800,6261,6165,6395,174,80,60,7559,6855,4990,83,82,75,2799,2192,2150
PBANKA_0810900,6262,5809,5205,3946,2176,4260,10137,11598,7915,3979,4934,3875,12174,7990,12309
PBANKA_0811000,4880,4151,4241,3631,2456,5461,3085,3300,2492,4427,5476,4475,1387,1361,2221
PBANKA_0811100,6312,5265,5041,4675,2434,5693,5141,6486,4897,5283,6808,5597,2376,1582,2109
PBANKA_0811200,928,803,814,1371,548,1402,1088,813,584,1264,1617,1319,333,281,437
PBANKA_0811300,38629,34979,34949,24091,10323,24990,32542,34932,25272,19230,22847,19792,14438,11841,17090
PBANKA_0811400,14018,12259,11724,8158,3441,8541,26045,30834,23520,5812,7697,5935,17860,12149,11784
PBANKA_0811500,734,552,669,1321,487,1244,640,698,476,1054,1269,1200,158,179,156
PBANKA_0811600,4623,4360,4165,5244,2604,6359,4137,3830,2638,6246,7519,6221,1502,1266,2003
PBANKA_0811700,4243,4575,3882,1999,1184,2533,9744,8832,6256,1481,1545,1475,4889,3784,5755
