gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PBANKA_1030000,3493.586960491926,-1.8451804752485979,0.14076270288751028,-13.108447318769969,2.945673670639759e-39,1.7812499070637133e-38
PBANKA_1030100,5162.783353387552,-1.099447371936924,0.21677079619804238,-5.071934924907809,3.9379105974986616e-07,7.224416376017152e-07
PBANKA_1030300,18040.006887596228,-1.9595749616159976,0.11374807869849113,-17.22732360878102,1.6564009565572558e-66,2.0150920384027513e-65
PBANKA_1030800,680.6175449312361,-1.7201137694932218,0.17298821772598735,-9.943531369389996,2.6911414260676804e-23,9.920210443083297e-23
PBANKA_1030900,802.5561232212308,-1.2239318743485237,0.17942578147652144,-6.821382436105928,9.01685437958162e-12,2.0585950593312786e-11
PBANKA_1031100,5291.0848775659915,-1.0991038744855985,0.14922107700549903,-7.3656074365760995,1.7634203941555322e-13,4.3523076011148053e-13
PBANKA_1031900,20482.457245027184,-1.5150933625323384,0.136560741556391,-11.094648031818867,1.3318322589966807e-28,5.818004078774973e-28
PBANKA_1032000,1692.2965345214327,-1.5700490832866199,0.15782715652941776,-9.947901982216697,2.57555634903269e-23,9.500941198653924e-23
PBANKA_1032200,11876.592924535289,-1.783084271680044,0.13412685660123064,-13.294013718529834,2.5075789485682453e-40,1.5546989481123123e-39
PBANKA_1032700,13078.23091707385,-1.6997202816724724,0.12220690391809991,-13.908545484562667,5.621094306014668e-44,3.851684593708586e-43
PBANKA_1033000,4944.512544647638,-1.2729835590515655,0.11447416221857055,-11.120269713099118,9.996931603678243e-29,4.400702312448951e-28
PBANKA_1033900,45021.549395230184,-1.1776282094735777,0.15626247208789457,-7.536218989362878,4.837938796900687e-14,1.228220673352291e-13
PBANKA_1034400,97611.80323032134,-1.4398730840797245,0.11329852075157254,-12.708666225545045,5.292950313491038e-37,3.019680965989455e-36
PBANKA_1035300,4168.384081697924,-1.709419028372132,0.12245676160922292,-13.959368236660815,2.7586834613171e-44,1.905528200260107e-43
PBANKA_1035600,3163.295677153997,-1.497806403125964,0.1085038296424746,-13.804180074208524,2.404932285990268e-43,1.6219897173926498e-42
PBANKA_1036200,2163.7056926095233,-1.277826842092429,0.13410275922081943,-9.528714021374487,1.592435623196671e-21,5.551946962716849e-21
PBANKA_1036700,1128.6865798482738,-2.136084841518027,0.1718497497725477,-12.429956077010583,1.7973308254989978e-35,9.777023708264104e-35
PBANKA_1036800,1228.3771901444884,-1.5775471369110474,0.16257065592059838,-9.703763129808259,2.905791509689469e-22,1.0341080988148e-21
PBANKA_1037100,3215.152240383535,-1.071285664835911,0.11721808458286764,-9.139252434026618,6.288552220146927e-20,2.0770789297096333e-19
PBANKA_1037700,902.4847847755545,-1.103371206558722,0.15381728498307215,-7.17325888751807,7.32331765100962e-13,1.7569134094217019e-12
PBANKA_1038100,2237.355711870032,-2.540684759627253,0.10961086227883729,-23.179133042161883,7.393678014467534e-119,2.199298674130054e-117
PBANKA_1039800,2104.2075419345974,-1.0136947300413046,0.13007286124119527,-7.793283859279466,6.528971989285538e-15,1.7327534737938826e-14
PBANKA_1039900,4119.052807825883,-1.08420618301731,0.13556630056138125,-7.99760839181716,1.2685908621191228e-15,3.4966087715399066e-15
