gene,ERR022872,ERR022873,ERR022874,ERR022875,ERR022876,ERR022877,ERR022878,ERR022879,ERR022880,ERR022881,ERR022882,ERR022883
gene:Smp_010820,1303,205,394,1172,1569,4319,2344,4548,2785,2885,3125,3317
gene:Smp_010930,1650,1569,771,1187,2993,5167,3510,11361,6104,5301,5263,5965
gene:Smp_010940,16677,25258,11356,13316,38787,44356,31834,49453,51223,59106,49695,51509
gene:Smp_011000,141,500,20,60,146,213,139,525,1245,910,790,1082
gene:Smp_011010,271,143,76,167,239,541,411,469,1272,865,820,997
gene:Smp_011030,452,44,68,433,192,793,531,229,101,72,56,44
gene:Smp_011120,2054,2867,878,1013,3421,4246,2802,4391,6879,7743,6618,7172
gene:Smp_011150,649,1599,415,355,1459,797,648,2056,1602,1647,1200,1138
gene:Smp_011220,238,140,305,99,1594,927,881,13650,2395,2314,2230,2670
gene:Smp_011230,354,515,108,160,398,607,482,525,1432,1388,1061,1207
gene:Smp_011270,2034,20951,1352,3566,4773,6526,4853,8591,20249,14139,12551,14455
gene:Smp_011560,585,4355,311,560,1155,1384,917,2919,3668,2858,3295,3556
gene:Smp_011570,15640,16721,7934,17085,26664,37602,25850,13353,15510,14453,12493,12724
gene:Smp_011640,1076,1011,451,654,1730,1990,1426,4750,4503,3839,3816,4260
gene:Smp_011660,6717,4549,2323,3982,8964,9903,6943,30067,21885,18252,18291,19853
gene:Smp_011680,368,9152,245,131,797,605,413,6792,20094,15711,17782,18846
gene:Smp_011700,1428,5300,1198,2505,4441,3748,2555,12106,25042,22092,16585,20301
gene:Smp_011710,819,1620,346,597,1216,2820,2170,3537,2445,2013,2020,2241
gene:Smp_011720,647,1650,379,477,1427,1346,1078,603,659,706,560,542
gene:Smp_011830,532,2292,169,588,782,1169,827,1296,5119,7915,3760,4891
gene:Smp_011860,2477,4185,1225,1996,4235,4329,2909,5866,4766,4731,3274,3749
gene:Smp_011870,7,234,26,11,129,21,20,108,13,30,11,10
gene:Smp_011960,1164,1144,662,694,2363,2336,1445,4203,2322,1842,1415,1652
gene:Smp_011980,909,879,534,705,1798,2137,1450,3148,2890,2470,1898,2254
gene:Smp_011990,36,903,26,5,57,80,53,68,253,282,286,260
gene:Smp_012000,53,10,37,14,106,35,53,361,581,754,597,691
gene:Smp_012010,14646,1526,5541,10438,21479,26120,17049,99257,61917,58223,49339,54189
gene:Smp_012030,664,1192,221,516,926,1854,962,786,1640,1459,1181,1283
gene:Smp_012050,300,351,88,128,350,183,234,101,161,146,188,160
gene:Smp_012070,1187,1257,389,1004,1420,3363,2310,700,787,753,494,654
gene:Smp_012110,1410,2802,748,936,2295,2500,1851,2790,2563,3465,2306,2289
gene:Smp_012150,1507,1149,760,966,2173,3738,2346,4276,4971,4943,4699,5505
gene:Smp_012200,1176,2019,451,767,1659,1997,1476,3632,4796,4669,3824,3989
gene:Smp_012280,4650,4101,1663,3049,5361,10128,6577,8512,10028,8917,7493,8543
gene:Smp_012340,1549,1829,565,675,2060,3576,2637,3235,4542,4327,3907,4378
gene:Smp_012350,642,2327,521,359,1729,1726,1057,2569,3846,3026,2832,3472
gene:Smp_012380,61,109,13,6,38,98,74,58,467,399,417,556
gene:Smp_012400,176,436,125,101,420,339,232,1365,847,907,830,894
gene:Smp_012410,607,790,310,387,1158,1410,1062,1382,2202,1606,1562,1990
gene:Smp_012440,1865,7063,2498,1415,10090,2586,1940,29176,54453,44879,58539,57413
gene:Smp_012470,4898,6661,1541,3310,5567,6497,6138,5890,7850,9046,7891,8088
gene:Smp_012480,452,839,148,200,555,780,516,1143,1540,1060,1323,1303
gene:Smp_012530,1977,934,812,807,2460,2599,1697,2917,3389,3120,3161,3266
gene:Smp_012540,209,376,126,132,394,762,551,866,1825,1479,1458,1511
gene:Smp_012570,3634,3743,1647,1889,5646,6355,4908,11950,7849,8982,7895,8460
gene:Smp_012580,973,887,498,559,1702,1848,1290,4234,3394,2202,2732,3130
gene:Smp_012670,236,157,48,222,216,233,190,133,170,162,148,246
gene:Smp_012690,1524,1234,619,945,2166,2157,1504,3321,3729,2466,2562,2781
gene:Smp_012720,12944,7982,2905,7956,11419,23171,17479,27732,14300,15741,14019,15466
gene:Smp_012740,1261,862,494,962,1747,3536,2727,2193,3329,3284,3053,3359
gene:Smp_012750,4486,6616,2188,2804,6969,5443,4909,2706,4052,3639,3895,3449
gene:Smp_012780,1034,787,225,898,919,2303,1536,2496,6692,4331,4610,5887
gene:Smp_012790,986,1207,514,1174,1677,2100,1862,1796,1494,1676,1684,1243
gene:Smp_012800,277,901,161,174,454,318,253,141,134,113,133,80
gene:Smp_012810,797,517,80,1501,348,2068,1291,667,423,316,373,482
gene:Smp_012860,565,318,251,345,899,1711,1111,1762,1874,1337,1177,1370
gene:Smp_012900,1568,1972,786,1182,2716,3211,2319,4444,3164,2641,2182,2374
gene:Smp_012920,59,30,18,109,148,561,346,1060,403,390,323,447
gene:Smp_012930,1076,3432,295,790,997,1942,1461,1334,2092,2635,2531,2584
gene:Smp_012980,2230,1847,886,1508,2973,6497,4871,7574,7505,6700,6912,7182
gene:Smp_013040,2268,20851,1472,1498,4766,4595,2734,4119,6794,7220,5396,6101
gene:Smp_013050,443,421,95,280,451,881,594,1312,1940,1511,1409,1714
gene:Smp_013060,589,948,301,452,1190,1188,795,3943,3040,2475,2520,2698
gene:Smp_013070,3698,2881,1265,2614,4507,6966,5089,13194,12506,12435,9007,11291
gene:Smp_013080,277,51,25,244,153,830,638,74,230,238,209,221
gene:Smp_013150,202,55,63,122,233,216,193,156,385,360,248,404
gene:Smp_013200,6520,13675,3910,4846,12667,13392,9728,6342,7642,10104,9555,10194
gene:Smp_013210,1,12,13,1,62,19,16,241,17,14,8,27
gene:Smp_013300,2393,3096,777,1341,2733,1794,1854,2809,3092,4520,3462,2879
gene:Smp_013360,3219,2597,1589,1608,5561,4527,3577,3743,4029,3747,3214,3521
gene:Smp_013370,1634,1132,567,1774,1881,2333,1817,2220,2225,2788,2632,2267
gene:Smp_013440,121,1937,69,82,313,191,179,490,1065,1174,1472,1460
gene:Smp_013460,2540,7132,1603,1976,5676,4591,3772,8486,8775,8831,6553,7403
gene:Smp_013470,8059,11431,4436,4579,14165,13276,11144,8807,18037,15644,13171,14700
gene:Smp_013520,2413,1847,647,1795,2405,4185,3100,3165,3475,2708,2120,2489
gene:Smp_013540,2,99,2,0,10,12,5,17,12,6,10,2
gene:Smp_013600,8,0,20,20,72,69,22,203,144,129,48,68
gene:Smp_013610,179,35,52,129,247,597,452,882,500,328,322,390
gene:Smp_013690,2226,1937,902,1989,3326,5653,4278,6263,4705,3876,3051,3831
gene:Smp_013790,11276,10707,3513,8201,11867,22095,17690,19116,21104,17726,14784,17763
gene:Smp_013810,0,0,26,10,66,49,54,137,57,25,50,51
gene:Smp_013815,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_013840,17456,8681,5784,12451,21851,35273,24114,53321,37547,37193,34139,35911
gene:Smp_013860,302,1918,70,350,290,467,397,577,583,350,366,437
gene:Smp_013870,1100,1463,409,644,1552,1701,1030,3713,3610,3679,3143,3403
gene:Smp_013930,1344,945,581,931,1859,3967,2630,2702,2874,2725,2188,2615
gene:Smp_013950,155,289,19,112,163,490,361,268,1300,1158,1088,1054
gene:Smp_014010,3277,3302,1139,2536,3976,8639,6722,8921,8196,6295,5495,6880
gene:Smp_014020,590,1138,294,271,1161,691,569,1874,1728,1561,1153,1370
gene:Smp_014050,2395,1667,1041,1721,3881,5275,3576,5119,3864,3967,2980,3535
gene:Smp_014080,59,40,19,26,121,82,76,167,330,253,343,199
gene:Smp_014170,20226,11735,4649,9163,16344,37569,25326,24790,19460,19682,18375,20210
gene:Smp_014260,75,49,225,111,861,729,510,1075,463,497,562,439
gene:Smp_014280,202,304,201,193,805,538,481,1797,1254,1016,773,935
gene:Smp_014290,1845,851,552,3406,1776,5987,5327,672,766,1029,762,845
gene:Smp_014400,19318,4374,4695,13594,16270,42247,25913,19901,8125,7897,5707,7141
gene:Smp_014410,15,1,2,6,15,49,39,30,14,6,0,6
gene:Smp_014430,0,16,5,8,7,38,24,48,41,14,21,39
gene:Smp_014570,566,5778,412,173,1729,1081,750,5655,4643,5686,3743,4184
gene:Smp_014620,1101,898,420,696,1680,2442,1643,2406,2712,1818,1831,1956
gene:Smp_014650,1668,4209,1214,1050,3562,3133,2510,1515,3123,3531,3269,2544
gene:Smp_014660,781,4792,677,606,2298,2005,1572,4545,7974,6783,5926,7077
gene:Smp_014670,9443,9099,3625,7348,12844,17471,10886,24406,20995,19372,18500,20078
gene:Smp_014680,27,10,7,35,14,49,54,32,78,66,80,37
gene:Smp_014730,71,66,65,69,193,427,276,1188,469,270,227,389
gene:Smp_014780,10155,7357,2194,4279,7872,12304,8864,15106,18749,15976,15755,17370
gene:Smp_014800,299,506,216,339,843,1103,814,1144,1067,1356,1275,1144
gene:Smp_014840,190,823,31,357,155,412,341,184,816,692,669,899
gene:Smp_014850,990,1331,612,908,2246,2580,1613,6277,6701,5105,4801,5538
gene:Smp_015020,432,689,132,64,541,593,352,3239,6060,5058,5179,5883
gene:Smp_015050,1560,207,203,4591,1127,4638,3554,3040,1421,1874,1653,1729
gene:Smp_015090,1644,2220,908,950,3651,3331,2589,7527,15624,16291,15301,16773
gene:Smp_015100,76,58,44,23,162,115,75,136,81,197,151,195
gene:Smp_015160,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_015220,2388,1487,1405,2053,4931,3961,2692,7140,4062,4322,2970,3766
gene:Smp_015390,1995,1613,857,1636,3022,3452,2516,4674,4015,3711,3330,3554
gene:Smp_015440,416,448,167,501,688,1078,797,2058,1696,1066,1276,1544
gene:Smp_015480,0,498,20,11,87,87,68,120,330,357,379,327
gene:Smp_015490,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_015530,9110,9360,3353,7609,11474,17425,12173,26003,22162,22220,18798,21286
gene:Smp_015630,121,68,127,128,742,452,241,4047,5931,5787,5847,6742
gene:Smp_015670,78,109,135,108,472,173,129,628,992,1095,981,1189
gene:Smp_015690,5251,1934,4102,3625,14287,18401,13523,24624,20970,21745,22674,23748
gene:Smp_015710,734,571,229,475,1026,1416,887,1657,1993,2025,1857,2100
gene:Smp_015720,506,1997,255,238,1053,1110,797,2578,5949,4010,4146,5246
gene:Smp_015730,644,1637,197,442,701,1868,1273,1089,1899,1858,1621,2016
gene:Smp_015760,14,2,14,10,63,48,15,162,124,241,254,329
gene:Smp_015780,4410,539,941,4561,3809,4170,2928,5603,3498,2817,2482,2828
gene:Smp_015800,794,635,364,505,1273,1164,931,2912,2517,2568,2075,2295
gene:Smp_015820,38,1,29,33,173,186,113,827,275,268,197,338
gene:Smp_015840,4422,2246,3045,3888,11316,6512,4896,9463,6712,8152,6544,7361
gene:Smp_015850,5135,2311,1631,3008,5711,11172,9636,4359,3466,4486,3058,3235
gene:Smp_015860,602,673,195,859,609,1471,930,381,358,500,294,328
gene:Smp_015880,399,305,232,351,1033,951,624,2893,2809,2069,1676,2141
gene:Smp_015900,224,501,120,183,508,909,612,1597,1891,1410,1362,1582
gene:Smp_015980,3269,1055,680,6011,2308,5480,11489,1146,800,481,479,587
gene:Smp_016050,10188,7013,2157,7132,7376,16394,11603,10954,10950,10192,8727,9987
gene:Smp_016090,5818,3117,2075,4089,7109,11940,8101,23540,19109,15937,14084,15658
gene:Smp_016130,226,246,140,241,622,243,269,377,327,296,276,302
gene:Smp_016180,2976,595,1001,2461,4046,5343,3759,12513,9833,8503,8851,9831
gene:Smp_016200,1904,1429,585,1287,1887,3321,2127,1745,2389,2988,2258,2377
gene:Smp_016250,517,291,191,217,671,881,559,825,1161,1630,1244,1474
gene:Smp_016340,232,358,145,243,497,1050,721,1179,1767,1617,1103,1428
gene:Smp_016380,412,499,442,490,1745,1360,865,2252,1726,1439,1467,1421
gene:Smp_016410,5159,4295,2588,3474,9727,8421,6191,16449,22113,19116,16386,19235
gene:Smp_016490,123,4189,69,45,304,174,48,819,813,1046,1016,932
gene:Smp_016510,241,443,113,172,382,339,331,800,572,554,527,433
gene:Smp_016540,2,2,4,0,23,27,12,41,12,22,10,18
gene:Smp_016550,895,699,491,755,1703,1892,1337,2719,2454,2003,1254,1926
gene:Smp_016600,264,216,81,127,413,350,257,1320,3151,2760,2743,3424
gene:Smp_016630,1002,519,980,1004,4206,2577,1639,23052,20838,21420,25182,24684
gene:Smp_016640,1282,643,373,921,1491,2341,1561,3592,3277,3017,2643,2975
gene:Smp_016670,786,520,239,1114,827,1415,1793,225,178,193,244,205
gene:Smp_016730,9229,223,444,10639,1720,16558,11364,1177,1397,1340,1178,1345
gene:Smp_016750,83,16,79,23,249,155,110,286,308,284,294,185
gene:Smp_016780,46,1502,34,23,67,15,24,112,388,408,402,472
gene:Smp_016810,169,188,85,183,441,750,415,1246,1972,1847,1576,1931
gene:Smp_016870,272,329,72,152,246,160,107,265,421,395,432,476
gene:Smp_016900,104,163,66,50,199,228,197,357,371,376,366,413
gene:Smp_016910,259,295,178,255,714,363,266,440,469,456,356,365
gene:Smp_016920,330,396,244,199,1141,798,401,4453,3782,4673,5039,4843
gene:Smp_016990,843,788,459,631,1405,2676,1926,1204,1150,1221,1020,981
gene:Smp_017010,3778,4520,1639,2583,5825,7523,5120,15736,21486,17592,16849,20438
gene:Smp_017020,13,0,16,4,72,86,73,128,215,215,229,186
gene:Smp_017070,2118,2502,721,1236,2692,3805,2437,2814,5163,4932,4027,4680
gene:Smp_017230,1432,486,269,2096,1115,3572,2321,2457,4250,4410,4332,4991
gene:Smp_017280,2666,4673,1040,1343,3564,4471,3372,2462,3839,4028,4494,4244
gene:Smp_017290,139,294,75,54,280,177,120,389,1099,1085,869,1054
gene:Smp_017360,4448,5307,2238,3079,7070,8056,5495,8074,9900,13114,10232,11309
gene:Smp_017420,63,133,25,12,143,138,79,220,514,575,551,533
gene:Smp_017430,46586,70125,19853,45682,69816,52226,39436,73942,80052,90780,68914,69462
gene:Smp_017470,228,299,136,122,576,744,411,733,857,651,528,701
gene:Smp_017520,89,60,20,55,131,130,115,569,917,659,969,887
gene:Smp_017610,0,30,0,0,0,4,10,11,19,9,22,29
gene:Smp_017640,511,201,126,320,710,1120,771,869,2219,1577,1599,1806
gene:Smp_017650,908,816,448,600,1798,1520,1104,5007,3622,2988,2766,3056
gene:Smp_017660,876,872,466,688,1881,1311,1248,2964,2437,2324,1876,2234
gene:Smp_017710,3128,2267,1548,1866,5925,6305,4514,11491,6725,7218,5548,6781
gene:Smp_017730,1031,5528,375,426,1568,2106,1489,6158,22360,19273,15975,19098
gene:Smp_017750,3516,2193,1056,2566,4272,6176,4731,5831,7118,7658,5556,6444
gene:Smp_017830,3736,2661,494,5627,1659,6677,5530,1523,3155,2931,3171,2847
gene:Smp_017860,4,55,2,3,15,38,10,0,50,50,37,45
gene:Smp_017870,270,38,14,247,73,525,474,141,268,190,131,271
gene:Smp_017880,520,262,114,269,478,895,671,373,873,389,502,656
gene:Smp_017890,1590,1634,724,1037,2531,2750,2046,4327,3593,2810,2531,2974
gene:Smp_017990,197,441,95,131,337,599,411,413,256,304,255,227
gene:Smp_018010,1426,317,339,2247,1233,3444,2313,1260,2684,2119,2025,2406
gene:Smp_018020,2188,1918,402,1961,1218,3600,2942,1213,771,1007,819,765
gene:Smp_018030,550,600,158,359,556,1590,1170,985,1187,966,1107,1245
gene:Smp_018160,345,568,106,316,450,1268,793,683,837,896,769,886
gene:Smp_018170,619,229,440,225,1706,1433,869,4906,1694,2076,1780,2040
gene:Smp_018210,1083,1199,287,629,1045,1622,1381,1834,1739,1947,1544,1789
gene:Smp_018220,2560,2633,1884,2026,6957,6090,4174,8347,6586,5391,5494,6830
gene:Smp_018240,7378,14799,3273,4079,11256,12335,8815,19302,31041,29716,27889,31721
gene:Smp_018250,14668,6176,2208,9805,8219,20063,13690,23768,19824,19656,20644,22169
gene:Smp_018260,2298,4259,1129,1125,4302,5576,3728,7930,4272,4257,3466,3765
gene:Smp_018280,850,906,531,669,1924,2098,1462,4024,4565,3795,3384,3568
gene:Smp_018290,162,910,50,103,211,274,311,607,1822,1692,1804,1895
gene:Smp_018310,198,273,72,119,244,1069,737,379,255,161,331,287
gene:Smp_018360,2158,3313,1249,2326,5122,8294,6105,14380,12753,7602,6805,8953
gene:Smp_018400,1084,906,413,857,1629,2078,1570,1424,1490,1670,1295,1392
gene:Smp_018430,1472,452,392,1221,1353,3150,2507,1447,1427,1265,1125,1307
gene:Smp_018440,268,101,92,500,669,1547,1164,3981,1114,1104,1082,1277
gene:Smp_018460,1328,690,421,820,1373,1953,1514,4683,4668,4428,4423,4854
gene:Smp_018500,21,46,33,18,116,60,28,148,61,76,77,41
gene:Smp_018530,3525,5835,2154,2895,7008,9744,6840,5174,5520,9004,5135,6253
gene:Smp_018550,1270,1680,535,844,1922,2929,2133,6025,5005,5715,5561,5849
gene:Smp_018570,901,540,574,599,2348,2142,1478,2421,2387,2155,1901,2270
gene:Smp_018580,58,211,29,38,117,165,103,105,295,323,340,318
gene:Smp_018590,96,10,64,17,228,234,165,496,614,530,707,583
gene:Smp_018610,1023,1425,442,553,1681,2524,1857,3841,2152,3146,2891,2874
gene:Smp_018620,2054,2428,707,1304,2423,3427,2535,3967,3994,4082,3203,3758
gene:Smp_018640,100,421,29,27,141,101,164,361,868,902,962,1035
gene:Smp_018680,2846,819,276,5407,1107,4214,2936,940,1184,1216,853,1143
gene:Smp_018710,454,979,225,264,926,839,531,1476,1587,1264,914,1185
gene:Smp_018760,5478,6619,2119,3937,7868,7850,5169,14925,18916,17276,14891,17124
gene:Smp_018790,2862,5299,859,2256,3102,5927,4143,10413,11123,11277,10967,12123
gene:Smp_018800,0,10,11,0,60,3,1,69,22,14,22,12
gene:Smp_018870,112,63,22,144,82,233,142,217,137,47,54,121
gene:Smp_018880,2118,70,249,471,811,4542,4027,45,10,11,21,21
gene:Smp_018930,119,128,134,100,405,384,242,314,224,292,325,284
gene:Smp_018940,14,20,4,18,10,25,17,2,15,3,8,20
gene:Smp_018950,721,316,296,442,1132,1267,875,1650,3024,2492,1866,2373
gene:Smp_018980,76,41,37,76,212,292,199,480,564,565,627,696
gene:Smp_018990,1905,3946,1067,1462,3591,5974,4573,4620,7942,8480,7028,8265
gene:Smp_019010,2417,4892,869,1722,3368,3606,2216,6949,7250,6271,5501,6066
gene:Smp_019030,649,7048,314,386,1164,1222,903,2852,3971,3979,3576,3721
gene:Smp_019040,640,535,335,424,1285,984,748,3280,2998,2704,2208,2643
gene:Smp_019050,297,434,89,169,391,571,490,115,327,291,307,358
gene:Smp_019060,692,1404,230,363,744,903,825,196,176,165,233,150
gene:Smp_019100,5323,3354,1584,2430,5797,7522,5084,10794,7153,5096,4835,6093
gene:Smp_019130,727,507,227,562,722,1641,1262,617,1038,848,790,987
gene:Smp_019170,3182,1561,719,1997,2735,4961,3369,7478,14755,12468,10341,11917
gene:Smp_019190,3349,3333,1512,2404,5294,6214,5235,4898,2602,2724,2105,2149
gene:Smp_019260,1467,2106,860,1380,2943,3422,2339,3014,5355,3963,3093,3909
gene:Smp_019280,306,422,80,185,288,1020,718,646,469,315,575,424
gene:Smp_019310,3,175,0,12,6,18,13,40,15,23,13,8
gene:Smp_019340,3872,3227,1251,3075,4854,8141,5751,7175,6659,5153,4335,5292
gene:Smp_019350,16,4984,26,26,66,26,27,60,225,327,223,258
gene:Smp_019380,855,1183,344,481,1392,1202,824,3103,4106,2949,2817,3493
gene:Smp_019430,819,2770,757,520,2668,2168,1551,5098,3793,4397,3372,3798
gene:Smp_019440,1093,1904,581,859,2103,1777,2258,1210,505,717,767,533
gene:Smp_019460,0,0,1,0,2,1,2,0,2,1,0,0
gene:Smp_019490,530,543,390,385,1353,1252,1054,2581,2209,1951,1510,1557
gene:Smp_019620,485,548,207,215,659,860,740,1501,1547,1275,1052,1261
gene:Smp_019630,413,1394,205,259,873,915,556,2150,1730,1913,1527,1742
gene:Smp_019640,3965,1508,542,3113,1916,7677,6445,1946,1722,1585,1331,1658
gene:Smp_019680,2566,1972,1163,1837,4186,5465,3484,6087,4455,4706,3640,4479
gene:Smp_019690,4362,6298,1261,3006,4302,7562,5182,4303,5983,7198,5464,6196
gene:Smp_019730,4890,4066,1022,8349,3627,9662,8877,3978,2604,2545,2936,2731
gene:Smp_019750,15996,3337,2048,32275,7254,39307,32097,2115,1487,1632,1287,1492
gene:Smp_019760,167,227,40,51,154,244,144,290,210,201,151,137
gene:Smp_019790,6900,3076,2425,4745,8903,12269,8521,18675,15648,14167,10836,13121
gene:Smp_019820,549,761,222,467,780,1325,976,1065,1196,1080,935,1005
gene:Smp_019840,1105,890,462,508,1552,2019,1708,2059,2888,2723,2164,2688
gene:Smp_019880,977,1391,357,695,1524,1222,1062,2849,2942,2970,2064,2275
gene:Smp_019890,1323,956,547,1024,2140,4033,2739,5540,2873,3721,3159,3262
gene:Smp_019900,1303,1717,302,598,1182,1924,1232,3759,5885,5345,5327,5484
gene:Smp_019920,593,251,176,601,552,1209,811,471,596,275,281,420
gene:Smp_019950,1926,1282,260,2014,958,3572,4188,4284,7061,6623,5952,7199
gene:Smp_019980,938,2544,581,437,2166,1796,1132,6668,7281,4060,3801,4661
gene:Smp_019990,759,706,677,390,2512,2072,1504,3245,2242,2152,2205,2168
gene:Smp_020040,4380,5236,2052,3572,6998,8097,5761,11506,12607,10812,9865,11158
gene:Smp_020050,1540,1156,1181,974,4475,3866,2756,9296,8473,6073,5967,6537
gene:Smp_020060,1340,1741,814,1134,2607,3806,2559,3398,3875,3808,3169,3658
gene:Smp_020070,463,1216,67,1237,348,2683,1658,373,800,545,561,603
gene:Smp_020080,96,419,34,24,122,127,70,505,833,619,543,693
gene:Smp_020090,542,494,206,176,772,532,459,2053,1474,1573,1632,1648
gene:Smp_020120,248,479,210,183,670,1444,1475,1775,1881,1823,1832,2007
gene:Smp_020130,636,225,243,295,880,1307,897,1202,2357,2528,2339,2556
gene:Smp_020200,1791,684,853,927,2806,4045,2768,5198,3876,3108,3001,3667
gene:Smp_020220,521,988,307,386,905,1251,865,937,1398,1441,1290,1237
gene:Smp_020270,509,592,155,485,525,1239,831,876,2375,1872,2378,2135
gene:Smp_020300,6242,1690,1375,3377,5317,9483,6449,14271,18561,17471,16737,17007
gene:Smp_020340,480,1010,316,511,1171,921,550,1928,1024,810,859,974
gene:Smp_020370,8973,9775,3414,7679,11943,14207,10611,32252,24346,18780,20997,22204
gene:Smp_020400,598,654,244,481,978,1367,844,1540,1573,1241,1128,1246
gene:Smp_020450,895,1400,494,620,1643,1880,1237,4535,4704,3506,3804,4017
gene:Smp_020480,376,284,117,174,528,723,551,1309,2399,2085,2053,2506
gene:Smp_020540,13,451,2,8,17,19,8,1,84,30,43,60
gene:Smp_020550,7948,823,258,8050,763,8767,6309,723,928,788,873,1031
gene:Smp_020590,1062,1497,507,660,1898,1866,1272,2329,3210,3157,2467,2781
gene:Smp_020760,1260,1045,754,1208,2945,3487,2399,5000,4764,5166,4530,5152
gene:Smp_020770,633,2119,442,570,1757,1295,749,1812,1858,2088,1708,1819
gene:Smp_020800,287,1125,177,178,613,610,319,839,1797,2091,1888,1949
gene:Smp_020920,563,448,291,282,781,1793,1046,707,1288,930,1170,1294
gene:Smp_021040,2063,1100,718,1234,2650,6306,4360,2338,2485,2265,2160,2422
gene:Smp_021060,1,7,7,2,15,3,9,0,0,2,0,0
gene:Smp_021070,1433,745,478,950,1901,3099,2498,1119,2045,1567,1215,1646
gene:Smp_021080,839,1261,662,821,2225,2829,1977,3006,1604,1504,1487,1588
gene:Smp_021100,1515,906,1020,1255,3899,3490,2268,11671,10087,9545,7653,8696
gene:Smp_021130,917,1360,1141,773,3803,2595,1800,7310,4432,3844,4142,4058
gene:Smp_021140,2070,4564,1339,1217,4587,5761,4384,5044,7200,9199,7184,7257
gene:Smp_021160,863,822,671,729,2454,3255,2242,5064,3267,2894,2609,2992
gene:Smp_021170,4846,2504,2187,3982,8677,9385,6254,15795,17466,13231,10338,13017
gene:Smp_021220,1076,1045,583,960,2991,2416,1636,8237,4621,3112,3291,3394
gene:Smp_021290,841,1142,582,687,2252,1965,1415,9765,7065,8349,7729,8016
gene:Smp_021300,1802,1602,826,1053,3355,2965,2072,12121,10943,8995,8125,8999
gene:Smp_021330,1488,731,400,880,1531,1878,1598,2685,2114,2285,1864,2018
gene:Smp_021340,15244,10352,6289,18723,23501,35306,25224,23465,16964,15702,12700,14536
gene:Smp_021370,623,716,177,373,597,996,756,1725,2643,2135,2135,2187
gene:Smp_021390,34,24,5,17,30,79,61,79,70,33,27,79
gene:Smp_021460,23,2,16,12,80,18,40,130,31,40,33,53
gene:Smp_021540,4242,3025,1497,2791,4542,7856,5137,5058,5420,6077,4538,4996
