gene,ERR022872,ERR022873,ERR022874,ERR022875,ERR022876,ERR022877,ERR022878,ERR022879,ERR022880,ERR022881,ERR022882,ERR022883
gene:Smp_340800,668,857,235,595,846,1900,1309,1681,2498,2605,2257,2562
gene:Smp_340810,158,399,84,105,317,460,245,687,939,771,560,650
gene:Smp_340820,4892,421,860,1965,2997,1590,1171,1504,1988,1740,1734,1857
gene:Smp_340830,83,150,9,101,56,330,204,150,140,105,119,111
gene:Smp_340840,4,289,0,3,9,2,4,0,4,10,9,10
gene:Smp_340850,700,918,146,612,507,1666,995,959,2428,1840,1847,2358
gene:Smp_340860,147,136,58,75,313,579,650,974,206,176,239,300
gene:Smp_340870,55,196,13,39,48,54,31,213,556,439,510,573
gene:Smp_340880,4897,3307,1505,3846,6293,11171,7659,12623,18327,16656,15658,17572
gene:Smp_340890,35,2,11,52,51,157,89,191,154,217,218,151
gene:Smp_340900,4351,9159,2495,2712,8234,8950,6883,5613,9456,10142,10117,9526
gene:Smp_340910,13349,11961,2725,17334,8870,20763,20696,2734,2209,2996,1958,2377
gene:Smp_340920,1092,1223,565,1074,2369,1543,1057,4183,2504,2330,1747,2276
gene:Smp_340930,2,34,27,7,135,0,2,216,59,16,23,23
gene:Smp_340940,507,198,296,424,1118,1602,1296,2024,824,696,739,771
gene:Smp_340950,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_340960,34387,16891,10982,26166,36544,69362,51627,24293,44127,48045,38626,42597
gene:Smp_340970,835,777,323,758,1283,2259,1476,2687,4553,3516,3386,3744
gene:Smp_340980,388,543,102,238,478,558,450,959,1405,1272,990,1124
gene:Smp_340990,461,307,161,248,545,1190,891,1026,929,1232,1117,1255
gene:Smp_341010,557,966,410,445,1729,929,923,3195,5138,4635,3886,4726
gene:Smp_341020,6773,3153,1666,4232,5492,12273,9699,5578,5186,4197,3670,4055
gene:Smp_341030,144,503,372,200,1457,579,387,2776,3517,2745,2516,2906
gene:Smp_341040,533,524,272,422,1011,737,458,875,379,450,315,336
gene:Smp_341050,1103,1942,592,509,2020,1667,1259,3129,3632,3857,3134,3564
gene:Smp_341060,521,1300,218,391,868,873,513,1548,1875,2147,2013,1993
gene:Smp_341070,200,81,47,335,240,662,366,677,620,369,359,436
gene:Smp_341080,20180,75297,20296,19886,67013,19666,14993,37036,7501,9111,18028,19740
gene:Smp_341090,250,72,187,157,754,502,364,1272,1354,1355,1026,1166
gene:Smp_341100,1403,855,439,837,1711,2028,1387,3061,4403,3629,2989,3603
gene:Smp_341110,3950,3046,1615,3905,6455,6897,4941,13165,12068,11078,10099,11208
gene:Smp_341120,252,248,175,268,715,1090,708,4011,1723,2017,2055,2016
gene:Smp_341130,0,0,0,0,0,6,2,0,0,3,0,3
gene:Smp_341140,22,3,12,17,64,107,46,521,1809,1673,1945,2250
gene:Smp_341150,78,214,32,68,102,287,285,156,169,85,99,109
gene:Smp_341160,2231,843,720,2687,2957,5885,3919,5587,5515,4313,3518,4230
gene:Smp_341170,1111,298,335,616,1106,2149,1611,3169,2482,2298,1977,2152
gene:Smp_341180,1545,1680,1048,907,3682,5152,3294,6280,8725,7471,8053,8846
gene:Smp_341190,0,8,0,0,2,3,0,7,0,0,1,4
gene:Smp_341200,1178,1389,492,837,1763,3243,2331,3118,3297,2389,2270,2526
gene:Smp_341210,6,80,52,6,186,141,96,761,914,1202,1075,1112
gene:Smp_341220,270,191,142,331,553,710,405,2099,1525,1721,1155,1403
gene:Smp_341230,2156,1141,907,1991,3611,4878,3806,12008,11992,11212,10313,10961
gene:Smp_341240,1102,1810,342,934,1277,1629,1523,1100,2134,2324,2010,2123
gene:Smp_341250,5,0,1,4,7,1,1,2,1,2,2,4
gene:Smp_341260,220,1062,62,183,186,394,285,59,423,413,348,304
gene:Smp_341270,28,453,8,9,70,6,4,95,97,57,38,70
gene:Smp_341280,78,105,18,35,53,6,8,10,54,30,17,22
gene:Smp_341290,529,268,224,182,993,227,255,888,323,367,346,430
gene:Smp_341300,15449,5056,1697,24601,6028,31983,21213,3152,3199,2742,2676,2795
gene:Smp_341310,34,267,65,20,205,94,80,424,1129,1037,724,1010
gene:Smp_341320,197,203,74,115,181,323,263,307,426,257,220,317
gene:Smp_341330,1858,3429,1219,1410,4028,3718,3118,5876,4028,4953,4191,4719
gene:Smp_341340,6,42,20,6,86,7,5,27,10,6,17,8
gene:Smp_341350,21,4,4,9,6,44,27,0,9,8,0,16
gene:Smp_341360,289,302,111,298,392,843,549,935,745,575,423,529
gene:Smp_341370,167,1009,156,139,650,179,260,549,521,429,422,413
gene:Smp_341380,2,18,2,0,15,4,6,36,20,8,0,22
gene:Smp_341390,9,90,6,2,20,2,0,130,324,209,232,356
gene:Smp_341400,2140,1173,641,1316,2556,5236,3751,4999,6042,5415,5076,5534
gene:Smp_341410,4,98,6,3,34,15,8,157,342,308,314,295
gene:Smp_341420,163,95,43,52,199,323,233,727,655,459,491,594
gene:Smp_341430,8987,3400,2568,7442,9145,21970,14085,16595,16799,16473,13870,15638
gene:Smp_341440,453,341,183,281,801,737,584,2169,2495,1875,1410,1611
gene:Smp_341450,150,178,173,132,550,429,360,573,429,338,327,329
gene:Smp_341460,4,0,4,0,27,19,12,92,4,12,12,30
gene:Smp_341470,320,596,244,157,851,607,491,1226,1437,1537,1197,1225
gene:Smp_341490,379,172,334,298,1156,1175,799,1308,1121,1262,1057,979
gene:Smp_341500,5,0,2,9,18,65,12,22,145,193,214,154
gene:Smp_341510,87,1191,84,39,290,200,143,502,1283,1279,1091,1245
gene:Smp_341520,106,201,84,35,195,257,152,250,278,296,271,286
gene:Smp_341530,599,730,342,246,1097,1552,1074,2965,1769,1672,1488,1841
gene:Smp_341540,2,0,2,0,15,3,6,20,37,35,25,68
gene:Smp_341550,609,961,315,854,1065,1726,1379,807,970,1013,562,786
gene:Smp_341560,403,99,94,181,393,499,369,714,551,635,517,646
gene:Smp_341570,361,511,240,284,791,768,598,2208,2182,2377,2064,1939
gene:Smp_341580,3482,1952,695,2142,2186,5308,3633,3718,2510,2577,2247,2442
gene:Smp_341590,13715,7766,1752,23293,6126,23684,19865,4198,3685,4933,3516,4015
gene:Smp_341600,6,4,36,4,100,50,33,400,22,29,37,31
gene:Smp_341610,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_341620,10115,6056,2258,5255,8878,14682,10847,20127,18083,15630,14337,16888
gene:Smp_341630,4333,4495,1386,2338,4920,10102,7407,14244,18380,20155,16603,19051
gene:Smp_341640,28,22,35,30,63,66,57,84,64,67,74,54
gene:Smp_341650,987,657,341,785,1592,1888,1381,3629,4089,3341,2955,3501
gene:Smp_341660,6370,2932,719,7071,2803,12616,9380,3883,6671,5448,5258,5704
gene:Smp_341670,6,0,7,5,25,28,8,57,99,57,31,25
gene:Smp_341680,676,362,345,445,1214,1301,1056,1831,2034,2144,2028,2408
gene:Smp_341690,1762,694,1021,1573,4245,3870,2755,9066,8743,6660,5500,6414
gene:Smp_341700,511,508,145,707,578,1080,826,570,1314,1289,919,1102
gene:Smp_341710,1124,18,140,101,379,1830,1235,53,4,0,21,43
gene:Smp_341720,157,98,20,151,78,390,282,72,131,166,99,154
gene:Smp_341730,2131,2600,727,1283,2365,2944,2186,5325,3669,3544,3244,3468
gene:Smp_341740,439,631,192,340,591,981,844,1065,1937,1754,1472,1639
gene:Smp_341750,180,27,63,99,273,405,233,829,417,379,352,409
gene:Smp_341760,0,0,0,0,1,6,3,2,0,3,0,0
gene:Smp_341770,44,23,42,8,168,211,145,317,245,276,286,241
gene:Smp_341780,2,0,2,0,9,53,29,2,26,11,21,19
gene:Smp_341790,1571,120,618,2445,2372,6704,7772,1242,384,172,219,208
gene:Smp_341800,3101,2140,803,2244,2976,4857,4422,8538,10286,6857,7402,8493
gene:Smp_341810,37,210,25,60,140,193,148,490,1032,1320,1090,1184
gene:Smp_341820,2,0,2,6,20,58,26,51,101,90,71,101
gene:Smp_341830,1321,568,595,1864,2520,2299,1660,5403,2170,2619,2541,2344
gene:Smp_341840,938,246,427,361,1418,2865,1961,2312,2046,1890,2117,1864
gene:Smp_341850,2,3,0,0,2,0,0,1,2,1,0,0
gene:Smp_341860,3043,1073,581,1394,1880,6509,4332,2263,4050,3383,3632,3743
gene:Smp_341870,1216,711,409,731,1659,2861,2049,4813,4618,3777,3160,3935
gene:Smp_341880,34,33,10,26,67,85,58,246,861,894,712,940
gene:Smp_341890,1575,870,420,2071,1767,5282,4621,5993,7274,6157,5987,6714
gene:Smp_341900,1787,487,774,1866,3372,4368,3061,2663,2020,2536,3095,3044
gene:Smp_341910,45,166,82,12,376,685,480,3670,2248,2690,2630,2671
gene:Smp_341920,1198,785,329,993,1151,2296,1854,1053,843,591,587,639
gene:Smp_341930,743,10,908,996,3978,2923,1819,13673,1197,1397,1116,1542
gene:Smp_341940,0,11,6,2,21,9,2,35,29,17,33,44
gene:Smp_341950,1977,1380,927,1672,3586,5128,3234,6858,5612,5786,4177,4909
gene:Smp_341960,22,10,0,14,15,132,49,35,58,46,14,87
gene:Smp_341970,15,393,10,1,29,51,30,433,938,1203,656,859
gene:Smp_341980,859,1923,660,594,2392,2363,1390,4598,7049,8158,6267,7522
gene:Smp_341990,456,533,239,361,993,1109,729,3169,3280,2474,2248,2583
gene:Smp_342000,10,14,4,1,15,44,22,141,154,127,165,167
gene:Smp_342010,65,0,68,7,275,168,68,626,437,360,308,336
gene:Smp_342020,309,405,240,184,1005,732,520,4059,3498,3277,3532,3695
gene:Smp_342030,699,1243,206,739,721,2393,1539,1125,638,482,356,500
gene:Smp_342040,67,100,10,102,46,185,102,81,254,168,128,156
gene:Smp_342050,137,582,317,34,1216,560,533,5862,3110,2542,1922,2397
gene:Smp_342060,93,96,104,34,485,415,243,954,1696,2011,1872,1805
gene:Smp_342070,2185,785,820,1610,3254,5562,3952,6041,8137,6940,6495,7329
gene:Smp_342080,3749,346,3609,2997,15447,13097,8784,45276,20099,19302,15380,19661
gene:Smp_342090,338,178,241,509,1047,1150,770,3532,1766,1614,1538,1675
gene:Smp_342100,87,158,60,32,263,256,183,1004,477,326,271,401
gene:Smp_342110,399,310,685,600,2583,1175,950,5425,2532,2861,2918,3053
gene:Smp_342120,1,0,2,0,1,6,0,18,2,1,0,0
gene:Smp_342130,8560,1873,3194,7092,12805,18917,12148,32895,26621,21589,21084,23212
gene:Smp_342140,0,2,2,0,0,0,6,0,8,12,14,10
gene:Smp_342150,0,0,0,0,2,16,2,0,4,7,16,1
gene:Smp_342160,1397,438,473,625,1787,2354,1912,7581,6072,5068,5441,5939
gene:Smp_342170,2337,1602,895,1759,3685,5268,3592,7825,8578,7248,6167,7135
gene:Smp_342180,484,338,188,294,543,831,584,942,1187,1434,877,964
gene:Smp_342190,12,0,5,20,44,82,39,71,5,5,20,11
gene:Smp_342200,6,16,43,0,154,21,23,732,178,139,151,176
gene:Smp_342210,18,5,14,8,35,16,29,170,129,92,84,104
gene:Smp_342230,22,28,4,16,14,37,32,16,18,38,10,19
gene:Smp_342240,732,566,288,466,1139,1121,721,2277,2953,2611,2541,2791
gene:Smp_342250,260,311,174,237,635,1076,644,1033,1238,1053,1050,1404
gene:Smp_342260,272,142,117,147,409,534,335,1356,1521,1827,1579,1575
gene:Smp_342270,41,22,31,22,157,141,95,923,647,641,672,809
gene:Smp_342280,49,30,11,51,92,286,140,299,285,222,183,339
gene:Smp_342290,999,1398,416,533,1670,2190,1412,8087,10081,9110,7557,7987
gene:Smp_342300,25,1,1,3,21,115,36,87,70,72,48,58
gene:Smp_342310,2,18,0,2,5,5,4,8,60,53,43,68
gene:Smp_342320,1,8,13,3,100,6,9,227,25,15,30,25
gene:Smp_342330,6092,1138,1530,5248,6042,12927,9655,11373,7160,6653,5600,6163
gene:Smp_342340,0,10,2,0,2,8,2,0,0,0,0,0
gene:Smp_342350,216,630,84,176,272,248,383,79,119,162,194,144
gene:Smp_342360,421,1016,157,59,600,644,420,442,459,465,950,1022
gene:Smp_342370,6,10,5,1,17,0,3,40,5,13,6,11
gene:Smp_342380,4,2,0,0,2,6,3,1,0,1,0,0
gene:Smp_342390,0,8,2,1,2,0,5,3,7,0,1,5
gene:Smp_342400,2011,964,600,1286,2175,3516,2618,4393,2086,1748,1314,1669
gene:Smp_342410,7,11,6,4,39,50,46,74,42,17,35,28
gene:Smp_342420,136,265,150,189,671,744,579,1132,1358,1258,1825,2051
gene:Smp_342430,0,2,0,0,0,0,0,7,0,1,3,0
gene:Smp_342440,5,6,5,1,18,26,18,28,13,8,50,27
gene:Smp_342450,79,17,5,100,49,273,219,4,55,23,40,48
gene:Smp_342460,91,0,36,19,212,176,129,464,180,257,216,256
gene:Smp_342470,184,78,32,281,176,604,350,571,474,441,462,449
gene:Smp_342480,312,117,81,140,334,715,496,361,2132,1920,1738,1942
gene:Smp_342490,34,80,10,10,74,63,33,86,384,512,375,431
gene:Smp_342500,77,55,273,44,1151,227,160,1865,844,656,814,929
gene:Smp_342510,10,1,3,10,21,25,40,0,40,40,44,41
gene:Smp_342520,40,27,8,12,30,63,50,31,47,35,49,63
gene:Smp_342530,84,16,15,19,62,29,19,196,76,105,68,80
gene:Smp_342540,52,73,76,82,449,359,255,3395,2358,1867,1476,1862
gene:Smp_342550,1214,323,292,682,1115,1303,1057,1252,914,797,675,982
gene:Smp_342560,0,4,2,3,7,6,2,16,7,12,1,2
gene:Smp_342570,305,256,66,516,387,836,610,889,1071,842,870,1002
gene:Smp_342580,22,8,6,17,37,39,15,72,328,208,164,229
gene:Smp_342590,102,50,47,98,198,196,197,555,509,429,340,391
gene:Smp_342600,84,962,58,44,353,136,116,386,784,484,633,719
gene:Smp_342610,952,570,869,1097,3582,4175,3132,6623,5743,4960,4152,4844
gene:Smp_342620,1807,2224,1380,1616,5041,3662,2540,17668,7539,6793,7949,8458
gene:Smp_342630,939,292,564,733,2232,2578,2131,6715,5081,5529,5170,5400
gene:Smp_342640,11,18,2,11,10,30,21,49,275,188,155,224
gene:Smp_342650,0,1,0,2,2,6,6,0,20,36,51,54
gene:Smp_342660,5,3,3,0,30,27,16,52,41,15,15,47
gene:Smp_342670,142,192,33,50,101,140,128,89,305,236,254,239
gene:Smp_342680,46,4,1,26,4,65,69,95,22,18,22,29
gene:Smp_342690,253,396,139,200,656,897,559,1557,1544,1109,970,1074
gene:Smp_342700,935,478,440,668,1744,1733,1399,5614,4303,3760,3047,3578
gene:Smp_342710,1146,913,378,578,1401,2010,1540,2346,2897,2489,2157,2716
gene:Smp_342720,18,76,11,4,29,31,20,26,111,54,106,51
gene:Smp_342730,48,41,5,34,22,170,67,48,110,68,63,85
gene:Smp_342740,3205,1994,1455,2155,5539,5013,3598,11670,8478,8137,6608,7634
gene:Smp_342750,1486,512,838,988,3273,3330,2486,7398,5562,4898,4057,4417
gene:Smp_342760,18,21,16,12,35,27,39,598,342,163,169,254
gene:Smp_342770,0,0,1,0,1,0,1,0,0,3,2,3
gene:Smp_342780,15,4,5,6,41,43,15,31,50,18,61,19
gene:Smp_342790,61,27,46,30,192,119,39,617,671,604,814,763
gene:Smp_342800,184,199,121,57,455,536,292,1470,1742,1454,1136,1322
gene:Smp_342810,6,81,8,14,40,8,4,0,8,8,15,14
gene:Smp_342820,54,34,45,27,181,82,36,231,84,112,81,113
gene:Smp_342830,36,97,21,52,94,149,52,275,1033,888,969,983
gene:Smp_342840,87,102,40,73,202,529,332,313,959,752,874,1068
gene:Smp_342850,53,43,38,27,235,325,128,1835,1446,2398,2771,2564
gene:Smp_342860,23,33,101,26,402,246,180,206,152,178,170,165
gene:Smp_342870,964,494,582,814,2816,2398,1552,6887,9281,7718,6058,7454
gene:Smp_342880,984,1048,552,727,2058,1749,1224,5003,5103,5019,3672,4457
gene:Smp_342890,88,255,107,26,595,243,167,1703,2703,2401,2160,2673
gene:Smp_342900,2,10,2,4,4,6,2,58,90,56,36,79
gene:Smp_342910,1457,1306,537,843,1827,2547,1814,2561,2905,3321,3045,3376
gene:Smp_342920,108,30,41,53,223,557,399,675,594,458,448,495
gene:Smp_342930,1084,711,587,945,2329,2045,1593,4346,2941,2796,2146,2458
gene:Smp_342940,133,16,129,56,360,136,220,678,956,1333,1472,1462
gene:Smp_342950,327,168,286,358,1190,906,693,4032,4159,3852,4293,4563
gene:Smp_342960,22,11,12,1,62,19,14,58,13,7,17,25
gene:Smp_342970,1128,1326,421,623,1582,2214,1355,3132,8257,6800,7199,7659
gene:Smp_342980,479,437,258,292,950,653,638,2057,1851,1345,1036,1268
gene:Smp_342990,60,24,3,38,34,140,124,22,76,63,49,85
gene:Smp_343010,0,8,0,0,0,2,0,0,28,0,6,12
gene:Smp_343020,4,6,5,2,38,12,8,145,105,90,71,68
gene:Smp_343030,89,61,31,52,204,213,177,782,2024,1693,1821,1845
gene:Smp_343040,15,9,2,6,11,37,29,18,76,54,37,84
gene:Smp_343050,860,383,338,585,1322,1602,1356,4755,3226,2543,2115,2532
gene:Smp_343060,2,0,4,0,1,18,2,0,10,9,8,21
gene:Smp_343070,0,0,1,16,15,40,10,69,130,123,112,110
gene:Smp_343080,0,0,0,0,2,1,3,0,1,2,2,0
gene:Smp_343090,22,18,13,11,65,74,52,57,426,338,350,376
gene:Smp_343100,6,0,16,2,56,63,28,519,480,402,496,544
gene:Smp_343110,2,25,3,2,1,6,8,16,2,12,6,17
gene:Smp_343120,4203,2571,1469,3040,5153,8756,5920,9422,27898,24073,21650,25196
gene:Smp_343130,242,136,50,68,202,485,310,427,1182,1028,734,957
gene:Smp_343140,14,0,6,0,5,22,16,109,49,39,36,52
gene:Smp_343150,7080,4581,3115,4550,10647,9600,6643,16349,10820,9842,8136,9149
gene:Smp_343160,37,64,31,23,87,120,84,410,197,185,172,218
gene:Smp_343170,5094,175,316,8267,1481,6668,5575,403,261,301,198,248
gene:Smp_343180,2768,1278,1637,1499,6621,4895,3258,20064,17435,17760,16924,17567
gene:Smp_343190,73,218,62,32,233,204,365,199,320,226,202,218
gene:Smp_343200,179,42,107,177,409,634,421,1137,634,498,627,671
gene:Smp_343210,0,120,4,0,12,14,2,10,0,2,8,0
gene:Smp_343220,179,86,42,67,116,365,252,170,250,217,230,313
gene:Smp_343230,14,5,27,21,76,104,40,0,0,0,21,19
gene:Smp_343240,21,13,12,21,80,103,71,164,480,367,303,363
gene:Smp_343250,178,129,35,311,185,980,688,206,192,189,205,195
gene:Smp_343260,439,7163,297,99,1270,751,618,3098,18217,14247,10846,13366
gene:Smp_343270,485,562,333,441,1575,3213,2286,6707,10191,10155,9130,10166
gene:Smp_343280,340,123,421,308,2186,703,552,9312,4404,4362,3900,4244
gene:Smp_343290,33,9,8,33,39,199,120,35,110,162,112,127
gene:Smp_343300,111,177,228,36,896,530,213,884,1679,1818,1921,1813
gene:Smp_343310,651,164,553,448,2103,1579,1201,5068,3181,3304,2480,3074
gene:Smp_343320,4558,2563,1366,2650,4430,6289,4562,5270,4801,4482,3538,3850
gene:Smp_343330,8,46,17,20,27,41,38,80,212,199,138,223
gene:Smp_343340,2,1,5,10,12,54,40,11,26,41,27,52
gene:Smp_343350,3890,5771,1401,3075,4742,10844,6757,6141,7928,7674,7012,7601
gene:Smp_343360,125,12,12,10,42,31,32,18,56,57,37,54
gene:Smp_343370,10,6,4,64,7,68,55,54,0,1,4,1
gene:Smp_343380,630,616,303,370,1329,1298,870,7307,6528,6509,6339,7070
gene:Smp_343390,1,4,0,1,4,2,0,0,1,1,0,3
gene:Smp_343400,128,33,38,80,198,239,236,991,424,548,549,486
gene:Smp_343410,37,75,25,22,97,109,72,182,200,164,242,241
gene:Smp_343420,2,0,4,2,8,1,0,4,0,1,2,8
gene:Smp_343430,697,270,169,463,634,1327,876,1839,2471,2556,2437,2503
gene:Smp_343440,1125,575,681,948,2784,3349,2369,7846,10266,7266,6834,8508
gene:Smp_343450,1273,477,522,1200,2239,3136,2163,6492,4505,4396,3422,4002
gene:Smp_343460,39,3,24,25,68,112,102,123,128,80,92,81
gene:Smp_343470,1289,2221,746,1041,2344,3036,2263,3753,6701,6587,6018,6224
gene:Smp_343480,4,0,4,12,7,26,12,22,1,3,4,2
gene:Smp_343490,2,10,2,0,2,0,4,0,9,27,4,9
gene:Smp_343500,249,236,183,110,851,535,417,4412,1661,1430,1524,1630
gene:Smp_343510,2,5,4,6,8,27,10,95,27,29,20,44
gene:Smp_343520,178,157,113,86,460,649,414,1587,1249,1457,1088,1208
gene:Smp_343530,150,98,21,198,75,359,348,106,132,141,135,148
gene:Smp_343540,14690,7847,5677,17134,19632,22074,15682,30731,33344,29915,23046,28663
gene:Smp_343550,105,118,25,46,102,153,114,149,658,523,691,628
gene:Smp_343560,113,45,18,88,93,402,243,110,275,228,226,250
gene:Smp_343570,4646,3902,1471,3025,5389,9231,7108,4990,5222,4944,3634,4169
gene:Smp_343580,2829,1194,1200,2712,4747,7051,4875,10243,8727,8587,6367,8174
gene:Smp_343590,91,1,72,11,347,287,117,1102,1081,958,1297,1326
gene:Smp_343600,81,107,91,59,350,195,139,1191,1238,1347,1312,1451
gene:Smp_343610,4489,2495,1341,5217,5599,10037,7084,12334,10321,9940,9615,11171
gene:Smp_343620,416,296,188,269,784,809,484,1544,2194,1750,1421,1705
gene:Smp_343630,607,299,218,352,839,1554,1008,1479,2432,2385,2203,2501
gene:Smp_343640,1130,354,1047,663,4342,2682,2022,6775,11824,11497,7987,9184
gene:Smp_343650,1244,777,196,4472,861,6296,4668,928,8732,7937,7474,8733
gene:Smp_343660,38,7,3,29,29,152,33,125,22,9,10,6
gene:Smp_343670,10,6,7,0,24,8,5,29,112,62,98,92
gene:Smp_343680,1016,275,454,1899,1968,4795,3130,3880,4212,3418,3687,4352
gene:Smp_343690,3,12,4,2,37,21,4,43,38,22,12,10
gene:Smp_343700,2771,1944,1396,2102,5645,7576,4778,22232,21863,21559,19599,21196
gene:Smp_343710,434,28,242,183,998,614,510,966,606,712,607,594
gene:Smp_343720,954,629,292,793,1320,1658,1154,3151,4857,4265,4209,4524
gene:Smp_343730,172,578,93,67,386,443,299,1476,2433,2592,2224,2685
gene:Smp_343740,2562,25199,1772,1599,5847,2910,1648,1271,1147,1267,1941,1852
gene:Smp_343750,127,69,74,100,266,291,209,1036,657,479,414,395
gene:Smp_343760,1782,373,1448,1684,7209,8693,5780,29410,7810,5318,5032,6228
gene:Smp_343770,599,83,142,536,569,1126,734,1357,604,517,507,548
gene:Smp_343780,5,5,0,6,4,10,1,2,19,4,0,5
gene:Smp_343790,623,284,368,413,1285,1516,999,4104,2974,2454,2157,2611
gene:Smp_343800,2,18,0,1,8,11,0,37,91,112,123,113
gene:Smp_343810,136,123,20,119,77,323,231,101,153,120,146,173
gene:Smp_343820,6,14,0,4,12,25,15,9,39,23,26,56
gene:Smp_343830,22,22,8,30,26,118,69,31,43,50,22,44
gene:Smp_343840,198,89,50,111,200,437,346,509,516,501,389,468
gene:Smp_343850,42,6,33,33,155,125,62,290,305,206,161,192
gene:Smp_343860,811,589,283,374,1052,1465,1105,2062,2147,1735,1588,1940
gene:Smp_343870,4,4,2,2,12,5,14,9,16,13,15,7
gene:Smp_343880,104,57,29,32,126,166,127,334,567,483,337,477
gene:Smp_343890,653,942,281,394,1029,1207,812,2478,2315,1457,1442,1723
gene:Smp_343900,3,0,3,0,18,16,1,211,186,129,106,177
gene:Smp_343910,1620,1603,878,921,3081,2703,1933,3681,4451,3817,3068,3801
gene:Smp_343920,169,214,111,110,392,330,224,771,126,133,160,218
gene:Smp_343930,36,33,25,31,123,102,78,441,270,270,317,279
gene:Smp_343940,52,33,42,41,179,220,125,232,374,341,277,327
gene:Smp_343950,218,49,42,352,211,1023,772,742,1618,1375,1451,1710
gene:Smp_343960,0,2,6,6,10,13,6,1,0,0,1,2
gene:Smp_343970,194,117,8,274,76,425,393,19,193,103,112,96
gene:Smp_343980,0,0,2,1,7,19,17,143,63,43,13,32
gene:Smp_343990,171,250,88,70,462,560,415,3870,7873,6810,6702,7501
gene:Smp_344000,17,2,11,18,46,36,22,60,42,51,41,80
gene:Smp_344010,5,13,4,5,52,75,51,526,866,840,639,955
gene:Smp_344020,331,35,86,351,494,586,481,1055,2031,1708,1524,1768
gene:Smp_344030,953,802,283,805,1161,1705,1284,836,659,491,473,622
gene:Smp_344040,0,0,0,2,6,4,4,38,12,8,9,1
gene:Smp_344050,0,54,1,0,2,2,0,4,6,2,14,8
gene:Smp_344060,1046,1160,584,545,2246,3049,1976,5115,9185,8070,7412,8880
gene:Smp_344070,2,4,4,0,39,3,3,106,2,1,0,0
gene:Smp_344080,616,815,368,180,1189,796,679,1723,1905,1412,1270,1481
gene:Smp_344090,2251,1776,794,1860,2672,5804,4168,4396,5266,4718,3999,4324
gene:Smp_344100,1126,1166,309,754,1217,2638,1898,1808,2481,1631,2046,2026
gene:Smp_344110,1139,701,445,879,1682,3111,2141,3377,2960,2321,1865,2133
gene:Smp_344120,0,0,1,0,2,2,0,0,226,187,210,258
gene:Smp_344130,16,30,4,3,9,15,2,38,37,32,14,36
gene:Smp_344140,165,159,67,95,273,395,255,323,637,754,668,749
gene:Smp_344150,47,24,179,23,760,95,48,2141,455,336,491,424
gene:Smp_344160,4,3,3,7,7,45,17,20,39,44,48,41
gene:Smp_344170,3,26,14,9,58,32,15,173,447,366,439,564
gene:Smp_344180,316,52,150,244,581,634,412,2465,1936,1737,1617,1960
gene:Smp_344190,48,10,36,16,100,153,106,66,141,116,130,155
gene:Smp_344200,426,625,308,305,1263,920,498,1704,2568,2626,1869,2117
gene:Smp_344210,10,28,6,2,29,17,17,149,173,97,76,125
gene:Smp_344220,3,61,2,0,44,19,12,586,457,353,314,393
gene:Smp_344230,189,15,120,281,693,1294,868,4147,1993,1963,1811,1739
gene:Smp_344240,420,153,202,297,890,1161,811,3799,3136,3210,3337,3347
gene:Smp_344250,58,164,15,34,110,227,137,1494,2580,1882,2837,2766
gene:Smp_344270,4400,963,1388,4557,5318,11525,7822,10563,23421,24868,20028,22603
gene:Smp_344280,11,53,6,24,31,80,52,137,123,96,73,93
gene:Smp_344290,48,114,27,39,73,137,107,89,382,299,294,357
gene:Smp_344300,0,0,0,0,2,2,0,0,7,0,0,10
gene:Smp_344310,0,4,10,2,11,4,2,0,6,15,39,51
gene:Smp_344320,1719,846,764,963,2570,2614,1961,3334,2648,2344,1789,2130
gene:Smp_344330,0,4,0,0,2,4,6,0,20,10,18,23
gene:Smp_344340,819,876,487,256,1695,1572,1098,4637,7410,5729,6195,6942
gene:Smp_344350,873,670,285,471,1116,2075,1490,2769,2962,2637,2386,2814
gene:Smp_344360,19,195,18,7,112,75,101,602,92,233,180,254
gene:Smp_344370,223,167,28,13,116,324,181,170,266,371,329,318
gene:Smp_344380,175,35,26,194,63,494,329,21,93,118,67,97
gene:Smp_344390,42,35,50,34,264,128,87,558,298,290,205,312
gene:Smp_344400,141,69,53,94,291,553,293,1569,714,760,1018,933
gene:Smp_344410,6,12,11,3,14,43,32,49,21,20,37,33
gene:Smp_344420,242,6,66,285,299,1675,1212,948,425,316,409,376
gene:Smp_344430,741,1561,451,469,2050,1960,1468,4509,8893,6977,6369,7234
gene:Smp_344440,219,485,169,99,628,438,364,2785,953,1079,954,1006
gene:Smp_344450,123,26,61,50,220,358,251,444,387,305,384,618
gene:Smp_344460,78,57,24,158,123,311,200,746,3541,2560,3936,4257
gene:Smp_344470,0,5,0,0,2,0,0,0,0,0,0,0
gene:Smp_344480,50,38,33,11,104,113,65,403,523,518,508,582
gene:Smp_344490,0,10,0,0,2,2,2,0,9,2,0,5
gene:Smp_344500,23,10,11,6,52,67,50,159,291,405,343,407
gene:Smp_344510,529,484,253,324,1121,946,752,2269,2833,2900,2227,2753
gene:Smp_344520,3,0,50,4,270,19,6,618,16,21,20,27
